"gsis_id","depth_bin","field_third","attempts","completions","completion_pct","air_yards","yards_per_attempt","epa_per_attempt_raw","success_rate","td_rate","int_rate","explosive_rate","first_down_rate","yac","attempts_total","attempts_charted","attempts_uncharted","epa_overall","attempt_share","epa_per_attempt","evidence_class","output_class","window"
"00-0034857","SHORT","MIDDLE",158,125,0.791139240506329,4.74050632911392,7.16455696202532,0.287211666998334,0.620253164556962,0.0379746835443038,0.0126582278481013,0.069620253164557,0.335443037974684,4.408,1518,1518,0,0.257984909076948,0.104084321475626,0.279167605185108,"STRONG","OBSERVED","recent"
"00-0034857","SHORT","RIGHT",299,233,0.779264214046823,3.8561872909699,6.5685618729097,0.272468377951467,0.595317725752508,0.0602006688963211,0.0167224080267558,0.0769230769230769,0.37123745819398,4.76394849785408,1518,1518,0,0.257984909076948,0.196969696969697,0.270047742484974,"STRONG","OBSERVED","recent"
"00-0034857","INTERMEDIATE","LEFT",113,62,0.548672566371681,14.5840707964602,10.787610619469,0.611403255889437,0.539823008849557,0.0973451327433628,0.0265486725663717,0.389380530973451,0.52212389380531,4.90322580645161,1518,1518,0,0.257984909076948,0.0744400527009223,0.488830418844643,"STRONG","OBSERVED","recent"
"00-0034857","INTERMEDIATE","MIDDLE",82,49,0.597560975609756,13.6951219512195,9.74390243902439,0.49896350218906,0.597560975609756,0.0365853658536585,0.0609756097560975,0.292682926829268,0.548780487804878,3.18367346938775,1518,1518,0,0.257984909076948,0.0540184453227932,0.397141561437463,"MODERATE","OBSERVED","recent"
"00-0034857","INTERMEDIATE","RIGHT",124,64,0.516129032258065,14.1854838709677,9.50806451612903,0.54272879178671,0.508064516129032,0.112903225806452,0.0161290322580645,0.274193548387097,0.5,3.609375,1518,1518,0,0.257984909076948,0.0816864295125165,0.4498775256857,"STRONG","OBSERVED","recent"
"00-0034857","DEEP","LEFT",88,33,0.375,27.2727272727273,10.9886363636364,0.373605536969368,0.386363636363636,0.0340909090909091,0.0568181818181819,0.375,0.375,3.51515151515152,1518,1518,0,0.257984909076948,0.0579710144927536,0.326732309445414,"MODERATE","OBSERVED","recent"
"00-0034857","DEEP","MIDDLE",25,7,0.28,36.32,9.36,0.159739312349106,0.32,0.04,0.16,0.28,0.28,2.85714285714286,1518,1518,0,0.257984909076948,0.0164690382081686,0.229089145333465,"WEAK","OBSERVED","recent"
"00-0034857","DEEP","RIGHT",93,32,0.344086021505376,29.0215053763441,12.1720430107527,0.418547660318044,0.354838709677419,0.0537634408602151,0.032258064516129,0.344086021505376,0.344086021505376,6.4375,1518,1518,0,0.257984909076948,0.0612648221343874,0.355581875517614,"MODERATE","OBSERVED","recent"
"00-0034869","BEHIND_LOS","LEFT",65,57,0.876923076923077,-3.87692307692308,6.95384615384615,-0.036500773345971,0.523076923076923,0.0153846153846154,0,0.123076923076923,0.246153846153846,11.8070175438596,1062,1062,0,0.238928246882539,0.0612052730696798,0.0957051563637138,"MODERATE","OBSERVED","recent"
"00-0034869","BEHIND_LOS","MIDDLE",21,10,0.476190476190476,-3.95238095238095,2.33333333333333,-0.629574593139945,0.238095238095238,0,0.0476190476190476,0,0.0952380952380952,7.2,1062,1062,0,0.238928246882539,0.019774011299435,0.0137608439137468,"WEAK","OBSERVED","recent"
"00-0034869","BEHIND_LOS","RIGHT",74,55,0.743243243243243,-3.81081081081081,3.01351351351351,-0.291043810306923,0.283783783783784,0,0,0.0135135135135135,0.135135135135135,7.6,1062,1062,0,0.238928246882539,0.0696798493408663,-0.0537428891773133,"MODERATE","OBSERVED","recent"
"00-0034869","SHORT","LEFT",217,157,0.723502304147466,4.4516129032258,5.90322580645161,0.256687657766435,0.585253456221198,0.0506912442396314,0.0138248847926267,0.0460829493087558,0.345622119815668,3.85987261146497,1062,1062,0,0.238928246882539,0.204331450094162,0.252840853964869,"STRONG","OBSERVED","recent"
"00-0034869","SHORT","MIDDLE",112,83,0.741071428571429,4.5625,6.79464285714286,0.0106122808351022,0.598214285714286,0.0446428571428572,0.0446428571428571,0.0892857142857143,0.383928571428571,4.65060240963855,1062,1062,0,0.238928246882539,0.105461393596987,0.0902573852702546,"STRONG","OBSERVED","recent"
"00-0034869","SHORT","RIGHT",201,148,0.736318407960199,4.4228855721393,5.91542288557214,0.141098712936873,0.567164179104478,0.0597014925373134,0.00497512437810946,0.0597014925373134,0.313432835820895,3.77702702702703,1062,1062,0,0.238928246882539,0.189265536723164,0.163588260970359,"STRONG","OBSERVED","recent"
"00-0034869","INTERMEDIATE","LEFT",76,39,0.513157894736842,14,8.18421052631579,-0.0450034990063906,0.513157894736842,0.0657894736842105,0.0921052631578948,0.263157894736842,0.5,1.94871794871795,1062,1062,0,0.238928246882539,0.071563088512241,0.0802605065328431,"MODERATE","OBSERVED","recent"
"00-0034869","INTERMEDIATE","MIDDLE",81,51,0.62962962962963,13.6296296296296,11.037037037037,0.503326242552378,0.62962962962963,0.0370370370370371,0.0370370370370371,0.382716049382716,0.567901234567901,4.07843137254902,1062,1062,0,0.238928246882539,0.076271186440678,0.390816457160957,"MODERATE","OBSERVED","recent"
"00-0034869","INTERMEDIATE","RIGHT",88,49,0.556818181818182,14.3295454545455,11.1931818181818,0.607979346303806,0.556818181818182,0.102272727272727,0.0227272727272727,0.329545454545455,0.545454545454545,5.3469387755102,1062,1062,0,0.238928246882539,0.0828625235404896,0.458364035727617,"MODERATE","OBSERVED","recent"
"00-0034869","DEEP","LEFT",53,21,0.39622641509434,27.5849056603774,12.6981132075472,0.347558080655495,0.39622641509434,0.0943396226415095,0.0566037735849057,0.39622641509434,0.39622641509434,4.80952380952381,1062,1062,0,0.238928246882539,0.0499058380414313,0.289878522899943,"MODERATE","OBSERVED","recent"
"00-0034869","DEEP","MIDDLE",22,12,0.545454545454545,29.3636363636364,22.1363636363636,1.01445102393094,0.545454545454545,0.136363636363636,0.0454545454545455,0.545454545454545,0.545454545454545,9.33333333333333,1062,1062,0,0.238928246882539,0.0207156308851224,0.446995333407719,"WEAK","OBSERVED","recent"
"00-0034869","DEEP","RIGHT",52,30,0.576923076923077,27.75,20.1538461538462,1.42369568053889,0.576923076923077,0.153846153846154,0.0192307692307692,0.576923076923077,0.576923076923077,7.06666666666667,1062,1062,0,0.238928246882539,0.0489642184557439,0.788998841080132,"MODERATE","OBSERVED","recent"
"00-0034955","BEHIND_LOS","LEFT",1,1,1,-1,1,-0.429407956195064,0,0,0,0,0,2,38,38,0,-0.31597061456112,0.0263157894736842,-0.317830243112497,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","BEHIND_LOS","MIDDLE",1,0,0,-6,0,-0.597890833741985,0,0,0,0,0,,38,38,0,-0.31597061456112,0.0263157894736842,-0.320592257498512,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","BEHIND_LOS","RIGHT",3,1,0.333333333333333,-1.33333333333333,4.33333333333333,0.59320879347312,0.333333333333333,0,0,0,0.333333333333333,14,38,38,0,-0.31597061456112,0.0789473684210526,-0.27267635703568,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","SHORT","LEFT",12,9,0.75,3.25,3.83333333333333,-0.218954405698848,0.25,0,0,0,0.166666666666667,2,38,38,0,-0.31597061456112,0.31578947368421,-0.299801246417408,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","SHORT","MIDDLE",0,0,,,,,,,,,,,38,38,0,-0.31597061456112,0,-0.31597061456112,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","SHORT","RIGHT",6,4,0.666666666666667,3.5,7.66666666666667,-0.103806614264613,0.333333333333333,0,0,0,0.333333333333333,8.5,38,38,0,-0.31597061456112,0.157894736842105,-0.296682978170529,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","INTERMEDIATE","LEFT",2,0,0,14,0,-0.532102514989674,0,0,0,0,0,,38,38,0,-0.31597061456112,0.0526315789473684,-0.322942611349138,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","INTERMEDIATE","MIDDLE",3,1,0.333333333333333,12.6666666666667,4.66666666666667,-1.39694897001997,0.333333333333333,0,0,0,0.333333333333333,3,38,38,0,-0.31597061456112,0.0789473684210526,-0.367445774344875,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","INTERMEDIATE","RIGHT",5,1,0.2,12.6,3.6,-0.324198520528491,0.2,0,0,0.2,0.2,0,38,38,0,-0.31597061456112,0.131578947368421,-0.316603530404764,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","DEEP","LEFT",3,1,0.333333333333333,22,11.3333333333333,-0.512739418734175,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,13,38,38,0,-0.31597061456112,0.0789473684210526,-0.32534055761698,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","DEEP","MIDDLE",1,0,0,42,0,-0.596033264533617,0,0,0,0,0,,38,38,0,-0.31597061456112,0.0263157894736842,-0.320561805544276,"INSUFFICIENT","OBSERVED","recent"
"00-0034955","DEEP","RIGHT",1,0,0,29,0,-0.49862232641317,0,0,0,0,0,,38,38,0,-0.31597061456112,0.0263157894736842,-0.318964904919351,"INSUFFICIENT","OBSERVED","recent"
"00-0035100","BEHIND_LOS","LEFT",41,35,0.853658536585366,-2.8780487804878,4.65853658536585,0.0384571098043901,0.439024390243902,0.048780487804878,0,0.0731707317073171,0.317073170731707,8.2,368,368,0,0.0505313434868358,0.111413043478261,0.0456299218929717,"MODERATE","OBSERVED","recent"
"00-0035100","BEHIND_LOS","MIDDLE",6,5,0.833333333333333,-3.16666666666667,4,0.0267614695233836,0.5,0,0,0,0,7.4,368,368,0,0.0505313434868358,0.016304347826087,0.0483704458537947,"INSUFFICIENT","OBSERVED","recent"
"00-0035100","BEHIND_LOS","RIGHT",41,35,0.853658536585366,-3.19512195121951,6.78048780487805,0.0238659192813813,0.341463414634146,0.024390243902439,0,0.121951219512195,0.24390243902439,11.0571428571429,368,368,0,0.0505313434868358,0.111413043478261,0.0397067653440275,"MODERATE","OBSERVED","recent"
"00-0035100","SHORT","LEFT",57,38,0.666666666666667,3.59649122807018,4.19298245614035,-0.12243681586124,0.491228070175439,0.0701754385964912,0.0175438596491228,0,0.31578947368421,3.02631578947368,368,368,0,0.0505313434868358,0.154891304347826,-0.0337351956827396,"MODERATE","OBSERVED","recent"
"00-0035100","SHORT","MIDDLE",41,31,0.75609756097561,4.63414634146341,6.41463414634146,0.29307880564466,0.536585365853659,0.048780487804878,0,0.0731707317073171,0.268292682926829,3.83870967741935,368,368,0,0.0505313434868358,0.111413043478261,0.148991204362784,"MODERATE","OBSERVED","recent"
"00-0035100","SHORT","RIGHT",63,43,0.682539682539683,3.57142857142857,4.87301587301587,-0.404372706352013,0.412698412698413,0.0158730158730159,0.0158730158730159,0,0.174603174603175,3.55813953488372,368,368,0,0.0505313434868358,0.171195652173913,-0.182468291796477,"MODERATE","OBSERVED","recent"
"00-0035100","INTERMEDIATE","LEFT",26,16,0.615384615384615,13.8461538461538,8.57692307692308,0.185822877432936,0.615384615384615,0.0384615384615385,0.0769230769230769,0.115384615384615,0.615384615384615,1.625,368,368,0,0.0505313434868358,0.0706521739130435,0.0914334351449591,"WEAK","OBSERVED","recent"
"00-0035100","INTERMEDIATE","MIDDLE",29,22,0.758620689655172,12.4827586206897,15.5862068965517,0.536296878943364,0.758620689655172,0.0344827586206896,0.137931034482759,0.379310344827586,0.724137931034483,8.22727272727273,368,368,0,0.0505313434868358,0.078804347826087,0.208814495489525,"WEAK","OBSERVED","recent"
"00-0035100","INTERMEDIATE","RIGHT",23,11,0.478260869565217,13.4782608695652,7.52173913043478,-0.403595410741653,0.478260869565217,0.0869565217391305,0.130434782608696,0.173913043478261,0.478260869565217,1.45454545454545,368,368,0,0.0505313434868358,0.0625,-0.0753110100945526,"WEAK","OBSERVED","recent"
"00-0035100","DEEP","LEFT",15,4,0.266666666666667,27.8666666666667,14.0666666666667,0.337849918278494,0.266666666666667,0.133333333333333,0.0666666666666667,0.266666666666667,0.266666666666667,20.75,368,368,0,0.0505313434868358,0.0407608695652174,0.107995058445167,"WEAK","OBSERVED","recent"
"00-0035100","DEEP","MIDDLE",6,4,0.666666666666667,26.5,17.8333333333333,2.04095590102952,0.666666666666667,0,0,0.666666666666667,0.666666666666667,3.75,368,368,0,0.0505313434868358,0.016304347826087,0.231479030536171,"INSUFFICIENT","OBSERVED","recent"
"00-0035100","DEEP","RIGHT",20,8,0.4,27.6,11.95,0.395153766521253,0.4,0.1,0.15,0.4,0.4,7.125,368,368,0,0.0505313434868358,0.0543478260869565,0.13668694924544,"WEAK","OBSERVED","recent"
"00-0035228","BEHIND_LOS","LEFT",92,76,0.826086956521739,-3.70652173913043,5.76086956521739,0.00604097775835895,0.434782608695652,0.0217391304347826,0,0.0760869565217391,0.228260869565217,10.4210526315789,968,968,0,0.139035127438937,0.0950413223140496,0.0585386684217449,"MODERATE","OBSERVED","recent"
"00-0035228","BEHIND_LOS","MIDDLE",19,12,0.631578947368421,-2.94736842105263,3.78947368421053,-0.0492775099839108,0.31578947368421,0.105263157894737,0.0526315789473684,0.0526315789473684,0.157894736842105,8.33333333333333,968,968,0,0.139035127438937,0.0196280991735537,0.0937447462866062,"WEAK","OBSERVED","recent"
"00-0035228","BEHIND_LOS","RIGHT",81,62,0.765432098765432,-3.50617283950617,5.11111111111111,-0.105504698039837,0.432098765432099,0.0123456790123457,0.0123456790123457,0.0617283950617284,0.246913580246914,9.90322580645161,968,968,0,0.139035127438937,0.0836776859504132,-0.00144519783610333,"MODERATE","OBSERVED","recent"
"00-0035228","SHORT","LEFT",199,150,0.753768844221106,3.66331658291457,5.97989949748744,0.286377871172163,0.532663316582915,0.0653266331658292,0.0100502512562814,0.0703517587939698,0.381909547738693,4.48,968,968,0,0.139035127438937,0.205578512396694,0.25224441702547,"STRONG","OBSERVED","recent"
"00-0035228","SHORT","MIDDLE",139,113,0.81294964028777,4.48920863309352,6.94964028776978,0.221670283299017,0.546762589928057,0.00719424460431655,0.00719424460431656,0.0575539568345324,0.316546762589928,4.16814159292035,968,968,0,0.139035127438937,0.143595041322314,0.196755160929144,"STRONG","OBSERVED","recent"
"00-0035228","SHORT","RIGHT",158,118,0.746835443037975,3.95569620253165,5.64556962025317,0.109886450636659,0.550632911392405,0.0379746835443038,0.00632911392405064,0.0443037974683544,0.335443037974684,3.91525423728813,968,968,0,0.139035127438937,0.163223140495868,0.117909022233616,"STRONG","OBSERVED","recent"
"00-0035228","INTERMEDIATE","LEFT",75,38,0.506666666666667,14.8,8.10666666666667,0.277243681950866,0.48,0.0533333333333333,0,0.266666666666667,0.453333333333333,1.57894736842105,968,968,0,0.139035127438937,0.0774793388429752,0.215817657723342,"MODERATE","OBSERVED","recent"
"00-0035228","INTERMEDIATE","MIDDLE",38,22,0.578947368421053,12.7631578947368,9.21052631578947,0.0997503577170716,0.578947368421053,0.0263157894736842,0.0526315789473684,0.236842105263158,0.473684210526316,3.18181818181818,968,968,0,0.139035127438937,0.0392561983471074,0.123802257546785,"WEAK","OBSERVED","recent"
"00-0035228","INTERMEDIATE","RIGHT",68,34,0.5,14.3088235294118,8.97058823529412,0.318614650819814,0.5,0.0294117647058824,0.0147058823529412,0.279411764705882,0.470588235294118,3.55882352941176,968,968,0,0.139035127438937,0.0702479338842975,0.234436749235027,"MODERATE","OBSERVED","recent"
"00-0035228","DEEP","LEFT",43,14,0.325581395348837,26.5813953488372,8.62790697674419,-0.309869566087332,0.325581395348837,0.0232558139534884,0.116279069767442,0.325581395348837,0.325581395348837,3.64285714285714,968,968,0,0.139035127438937,0.0444214876033058,-0.0483716863632919,"MODERATE","OBSERVED","recent"
"00-0035228","DEEP","MIDDLE",6,1,0.166666666666667,27.5,5.16666666666667,-0.657426411238524,0.333333333333333,0,0.333333333333333,0.166666666666667,0.166666666666667,6,968,968,0,0.139035127438937,0.00619834710743802,0.0666295330137129,"INSUFFICIENT","OBSERVED","recent"
"00-0035228","DEEP","RIGHT",50,18,0.36,27.92,11.56,0.187366510190046,0.38,0.08,0.06,0.36,0.34,3.94444444444444,968,968,0,0.139035127438937,0.0516528925619835,0.16100393778035,"MODERATE","OBSERVED","recent"
"00-0035264","BEHIND_LOS","LEFT",4,3,0.75,-5.25,4.5,-0.182170518382918,0.5,0,0,0,0,11,66,66,0,0.24215116624275,0.0606060606060606,0.215631060953646,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","BEHIND_LOS","MIDDLE",1,1,1,-5,5,-0.388201966881752,0,0,0,0,0,10,66,66,0,0.24215116624275,0.0151515151515152,0.231817508322677,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","BEHIND_LOS","RIGHT",8,7,0.875,-4.625,5.75,0.188383911416167,0.5,0,0,0,0.375,11.4285714285714,66,66,0,0.24215116624275,0.121212121212121,0.235825606851388,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","SHORT","LEFT",9,7,0.777777777777778,4.11111111111111,7.33333333333333,0.703097244336139,0.777777777777778,0.111111111111111,0,0.111111111111111,0.444444444444444,5.71428571428571,66,66,0,0.24215116624275,0.136363636363636,0.302274567733192,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","SHORT","MIDDLE",7,6,0.857142857142857,3.85714285714286,7.71428571428571,0.726332941840935,0.857142857142857,0,0,0.142857142857143,0.428571428571429,5.33333333333333,66,66,0,0.24215116624275,0.106060606060606,0.292737321902262,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","SHORT","RIGHT",10,7,0.7,3.8,3.7,-0.137767468054672,0.5,0,0,0,0.1,2.14285714285714,66,66,0,0.24215116624275,0.151515151515152,0.187877075628833,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","INTERMEDIATE","LEFT",7,1,0.142857142857143,14.5714285714286,5.14285714285714,-0.462930841570986,0.142857142857143,0,0,0.142857142857143,0.142857142857143,18,66,66,0,0.24215116624275,0.106060606060606,0.1684858818443,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","INTERMEDIATE","MIDDLE",5,2,0.4,11.8,7.2,-0.32687172931619,0.4,0,0,0.2,0.4,6.5,66,66,0,0.24215116624275,0.0757575757575758,0.198380174276678,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","INTERMEDIATE","RIGHT",6,4,0.666666666666667,14.1666666666667,21.6666666666667,1.64942617496126,0.666666666666667,0.166666666666667,0,0.5,0.5,18,66,66,0,0.24215116624275,0.0909090909090909,0.370085257944433,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","DEEP","LEFT",4,2,0.5,31.25,17,1.47175092935504,0.5,0,0,0.5,0.5,10.5,66,66,0,0.24215116624275,0.0606060606060606,0.319001151437268,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","DEEP","MIDDLE",1,0,0,38,0,-0.54694434069097,0,0,0,0,0,,66,66,0,0.24215116624275,0.0151515151515152,0.229215174325804,"INSUFFICIENT","OBSERVED","recent"
"00-0035264","DEEP","RIGHT",4,0,0,29.25,0,-1.2011208197946,0,0,0.25,0,0,,66,66,0,0.24215116624275,0.0606060606060606,0.151946667115416,"INSUFFICIENT","OBSERVED","recent"
"00-0035282","BEHIND_LOS","LEFT",14,11,0.785714285714286,-4.21428571428571,6.14285714285714,0.0783107449990764,0.357142857142857,0,0,0.0714285714285714,0.285714285714286,11.3636363636364,173,173,0,0.0872332167252085,0.0809248554913295,0.0855451815337781,"INSUFFICIENT","OBSERVED","recent"
"00-0035282","BEHIND_LOS","MIDDLE",4,2,0.5,-2,1.75,-0.693745679571293,0.25,0,0,0,0,6,173,173,0,0.0872332167252085,0.023121387283237,0.0384220357066771,"INSUFFICIENT","OBSERVED","recent"
"00-0035282","BEHIND_LOS","RIGHT",13,11,0.846153846153846,-4.61538461538461,5.07692307692308,-0.49639089365239,0.461538461538462,0,0.0769230769230769,0,0.230769230769231,10.7272727272727,173,173,0,0.0872332167252085,0.0751445086705202,-0.0166998440269667,"INSUFFICIENT","OBSERVED","recent"
"00-0035282","SHORT","LEFT",37,22,0.594594594594595,4.02702702702703,5.05405405405405,0.00163706309716549,0.405405405405405,0.027027027027027,0,0.0810810810810811,0.297297297297297,4.54545454545454,173,173,0,0.0872332167252085,0.213872832369942,0.0545831375062642,"WEAK","OBSERVED","recent"
"00-0035282","SHORT","MIDDLE",18,14,0.777777777777778,4.44444444444444,6.55555555555556,0.225336864843889,0.611111111111111,0,0,0.0555555555555556,0.388888888888889,3.85714285714286,173,173,0,0.0872332167252085,0.104046242774566,0.119103289367981,"WEAK","OBSERVED","recent"
"00-0035282","SHORT","RIGHT",38,27,0.710526315789474,3.44736842105263,3.94736842105263,0.0469399125915129,0.342105263157895,0,0,0,0.236842105263158,2.11111111111111,173,173,0,0.0872332167252085,0.219653179190751,0.0716092824692857,"WEAK","OBSERVED","recent"
"00-0035282","INTERMEDIATE","LEFT",16,13,0.8125,13.75,14.1875,1.0349295608321,0.75,0.0625,0,0.625,0.6875,3.61538461538462,173,173,0,0.0872332167252085,0.092485549132948,0.286748236537185,"WEAK","OBSERVED","recent"
"00-0035282","INTERMEDIATE","MIDDLE",2,2,1,12.5,14,0.92302736217971,1,0,0,0,1,1.5,173,173,0,0.0872332167252085,0.0115606936416185,0.114194318191483,"INSUFFICIENT","OBSERVED","recent"
"00-0035282","INTERMEDIATE","RIGHT",12,4,0.333333333333333,14.3333333333333,4.16666666666667,-0.498577398780375,0.333333333333333,0,0,0.0833333333333333,0.25,-0.25,173,173,0,0.0872332167252085,0.069364161849711,-0.0104018858590554,"INSUFFICIENT","OBSERVED","recent"
"00-0035282","DEEP","LEFT",10,4,0.4,27.2,18.4,0.888102726308333,0.4,0.1,0,0.4,0.4,15.5,173,173,0,0.0872332167252085,0.0578034682080925,0.201643146665655,"INSUFFICIENT","OBSERVED","recent"
"00-0035282","DEEP","MIDDLE",2,1,0.5,28,11.5,0.94197736820206,0.5,0,0,0.5,0.5,1,173,173,0,0.0872332167252085,0.0115606936416185,0.114805608708333,"INSUFFICIENT","OBSERVED","recent"
"00-0035282","DEEP","RIGHT",7,0,0,32.2857142857143,0,-0.837753156116897,0,0,0,0,0,,173,173,0,0.0872332167252085,0.0404624277456647,-0.00940715058665333,"INSUFFICIENT","OBSERVED","recent"
"00-0035289","BEHIND_LOS","LEFT",68,53,0.779411764705882,-3.39705882352941,4.27941176470588,-0.095544473107317,0.352941176470588,0.0147058823529412,0,0.0441176470588235,0.235294117647059,8.54716981132075,806,806,0,0.0840143508211122,0.0843672456575682,-0.0113762743908658,"MODERATE","OBSERVED","recent"
"00-0035289","BEHIND_LOS","MIDDLE",18,8,0.444444444444444,-4,2.11111111111111,-0.740281576399045,0.166666666666667,0,0.0555555555555555,0.0555555555555556,0.111111111111111,8.125,806,806,0,0.0840143508211122,0.0223325062034739,-0.106207786229693,"WEAK","OBSERVED","recent"
"00-0035289","BEHIND_LOS","RIGHT",64,49,0.765625,-3.203125,4.296875,-0.151593047013152,0.28125,0.03125,0.015625,0.046875,0.15625,8.71428571428571,806,806,0,0.0840143508211122,0.0794044665012407,-0.0375894674159275,"MODERATE","OBSERVED","recent"
"00-0035289","SHORT","LEFT",155,113,0.729032258064516,4.27741935483871,6.2258064516129,0.183963972642026,0.587096774193548,0.032258064516129,0.0129032258064516,0.0645161290322581,0.329032258064516,4.38053097345133,806,806,0,0.0840143508211122,0.192307692307692,0.156071054924562,"STRONG","OBSERVED","recent"
"00-0035289","SHORT","MIDDLE",104,74,0.711538461538461,4.76923076923077,6.04807692307692,0.0636299454274797,0.519230769230769,0.00961538461538462,0.00961538461538462,0.0384615384615385,0.317307692307692,3.86486486486487,806,806,0,0.0840143508211122,0.129032258064516,0.0710876547178331,"STRONG","OBSERVED","recent"
"00-0035289","SHORT","RIGHT",177,116,0.655367231638418,4.06214689265537,4.87570621468926,0.00152224243355293,0.463276836158192,0.0338983050847458,0.0112994350282486,0.0169491525423729,0.282485875706215,3.62931034482759,806,806,0,0.0840143508211122,0.219602977667494,0.0224063205063528,"STRONG","OBSERVED","recent"
"00-0035289","INTERMEDIATE","LEFT",52,27,0.519230769230769,13.2115384615385,8.26923076923077,0.279542420992363,0.5,0.0192307692307692,0.0384615384615385,0.25,0.5,2.62962962962963,806,806,0,0.0840143508211122,0.0645161290322581,0.174795240543479,"MODERATE","OBSERVED","recent"
"00-0035289","INTERMEDIATE","MIDDLE",34,24,0.705882352941177,13.4411764705882,14,0.933834586078426,0.705882352941177,0.0294117647058823,0.0294117647058823,0.411764705882353,0.647058823529412,6.45833333333333,806,806,0,0.0840143508211122,0.0421836228287841,0.391396138041843,"WEAK","OBSERVED","recent"
"00-0035289","INTERMEDIATE","RIGHT",54,21,0.388888888888889,14.037037037037,6.92592592592593,0.117594055042009,0.388888888888889,0.0555555555555555,0.0370370370370371,0.203703703703704,0.388888888888889,3.61904761904762,806,806,0,0.0840143508211122,0.0669975186104218,0.0999205265046951,"MODERATE","OBSERVED","recent"
"00-0035289","DEEP","LEFT",35,11,0.314285714285714,28.6571428571429,11.4285714285714,0.216679698981052,0.314285714285714,0.0285714285714286,0.0285714285714286,0.314285714285714,0.314285714285714,8.09090909090909,806,806,0,0.0840143508211122,0.043424317617866,0.132891058037932,"WEAK","OBSERVED","recent"
"00-0035289","DEEP","MIDDLE",12,6,0.5,30.5,15.6666666666667,0.594422983653203,0.5,0.0833333333333333,0.0833333333333333,0.5,0.5,3.5,806,806,0,0.0840143508211122,0.0148883374689826,0.169082456293127,"INSUFFICIENT","OBSERVED","recent"
"00-0035289","DEEP","RIGHT",33,12,0.363636363636364,25.8787878787879,12.9090909090909,-0.167129658675304,0.363636363636364,0.0606060606060606,0.181818181818182,0.363636363636364,0.363636363636364,11.4166666666667,806,806,0,0.0840143508211122,0.0409429280397022,-0.00510126545180963,"WEAK","OBSERVED","recent"
"00-0035704","BEHIND_LOS","LEFT",24,18,0.75,-4.41666666666667,4.16666666666667,-0.447126711645979,0.375,0,0.0416666666666667,0.0416666666666667,0.208333333333333,9.33333333333333,259,259,0,-0.0188496310818796,0.0926640926640927,-0.141214511243051,"WEAK","OBSERVED","recent"
"00-0035704","BEHIND_LOS","MIDDLE",7,4,0.571428571428571,-3.57142857142857,3.71428571428571,-1.28530126395136,0.285714285714286,0,0.142857142857143,0,0.142857142857143,9.75,259,259,0,-0.0188496310818796,0.027027027027027,-0.151165473321975,"INSUFFICIENT","OBSERVED","recent"
"00-0035704","BEHIND_LOS","RIGHT",33,19,0.575757575757576,-3.51515151515151,3.3030303030303,-0.483125659665375,0.181818181818182,0.0303030303030303,0,0.0909090909090909,0.0909090909090909,8.57894736842105,259,259,0,-0.0188496310818796,0.127413127413127,-0.183592737998604,"WEAK","OBSERVED","recent"
"00-0035704","SHORT","LEFT",42,29,0.69047619047619,3.69047619047619,4.97619047619048,-0.162129414866459,0.452380952380952,0.0238095238095238,0.0238095238095238,0.0476190476190476,0.285714285714286,3.75862068965517,259,259,0,-0.0188496310818796,0.162162162162162,-0.077847189110824,"MODERATE","OBSERVED","recent"
"00-0035704","SHORT","MIDDLE",35,26,0.742857142857143,4.42857142857143,6.42857142857143,0.140495969608067,0.514285714285714,0.0285714285714286,0,0.0285714285714286,0.228571428571429,4.26923076923077,259,259,0,-0.0188496310818796,0.135135135135135,0.0398566428565216,"WEAK","OBSERVED","recent"
"00-0035704","SHORT","RIGHT",49,36,0.73469387755102,4.51020408163265,7.95918367346939,0.332990433218705,0.551020408163265,0.0408163265306122,0,0.122448979591837,0.285714285714286,6.63888888888889,259,259,0,-0.0188496310818796,0.189189189189189,0.139317003328475,"MODERATE","OBSERVED","recent"
"00-0035704","INTERMEDIATE","LEFT",10,5,0.5,15.4,9.8,0.525625970773399,0.5,0,0,0.4,0.4,3.2,259,259,0,-0.0188496310818796,0.0386100386100386,0.0589325977545887,"INSUFFICIENT","OBSERVED","recent"
