"team","live__plays","live__pass_rate","live__shotgun_rate","live__explosive_pass_rate","target_area__charted_pass","target_area__tgt_left","target_area__tgt_middle","target_area__tgt_right","target_area__tgt_behind_los","target_area__tgt_short","target_area__tgt_intermediate","target_area__tgt_deep","rush_area__charted_rush","rush_area__rush_left","rush_area__rush_middle","rush_area__rush_right","formation__charted_formation","formation__form_shotgun","formation__form_empty","formation__form_under_center","formation__form_singleback","formation__form_i_form","formation__form_pistol","ftn__charted_ftn","ftn__play_action_rate","ftn__motion_rate","ftn__rpo_rate","ftn__screen_rate","ftn__no_huddle_rate","box_faced__mean_box_faced","box_faced__light_box_rate","box_faced__heavy_box_rate","side","window"
"TEN",13977,0.554625456106461,0.562137797810689,0.0724762109179366,7057,0.361485050304662,0.238061499220632,0.400453450474706,0.144962448632563,0.50049596145671,0.233952104293609,0.120589485617118,,,,,5366,0.694558330227357,0.0672754379426016,0.0471487141259784,0.119269474468878,0.0510622437569884,0.0175177040626165,2260,0.225221238938053,0.335840707964602,0.0269911504424779,0.105309734513274,0.0938053097345133,7.02847805788982,0.295985060690943,0.299953314659197,"offense","career"
"WAS",14433,0.573546733180905,0.694103789925864,0.073304233354119,7590,0.338076416337286,0.262187088274045,0.399736495388669,0.159156785243742,0.524505928853755,0.20197628458498,0.114361001317523,,,,,5871,0.751149718957588,0.0955544200306592,0.0129449838187702,0.104411514222449,0.0146482711633453,0.0195878044626128,2373,0.210703750526759,0.39401601348504,0.04551201011378,0.101980615254952,0.345975558364939,6.69136118943861,0.472699307869777,0.174826967444245,"offense","career"
"ARI",3200,0.59,0.7075,0.070625,1744,0.394495412844037,0.212729357798165,0.392775229357798,0.17947247706422,0.516628440366973,0.202408256880734,0.101490825688073,,,,,1874,0.834578441835646,0,0.147812166488794,0,0,0.0176093916755603,1875,0.2368,0.390933333333333,0.0154666666666667,0.0842666666666667,0.126933333333333,6.4364406779661,0.6,0.0847457627118644,"offense","recent"
"ATL",3238,0.537368746139592,0.786905497220507,0.0741198270537369,1623,0.40234134319162,0.197165742452249,0.400492914356131,0.185459026494147,0.449784349969193,0.249537892791128,0.115218730745533,,,,,1719,0.763816172193136,0,0.0994764397905759,0,0,0.136707388016289,1721,0.20569436374201,0.561882626380012,0.00871586287042417,0.0900639163277164,0.171411969785009,6.53053977272727,0.559659090909091,0.115767045454545,"offense","recent"
"BAL",3112,0.484575835475578,0.723329048843188,0.0761568123393316,1384,0.36271676300578,0.24349710982659,0.39378612716763,0.169797687861272,0.465317919075145,0.236994219653179,0.127890173410405,,,,,1492,0.873324396782842,0,0.115281501340483,0,0,0.0113941018766756,1494,0.222222222222222,0.471218206157965,0.0301204819277108,0.0937081659973226,0.0502008032128514,6.82692307692308,0.408119658119658,0.205840455840456,"offense","recent"
"BUF",3236,0.521013597033375,0.619283065512979,0.0781829419035847,1590,0.39874213836478,0.176729559748428,0.424528301886792,0.191194968553459,0.461635220125786,0.214465408805031,0.132704402515723,,,,,1668,0.822541966426859,0,0.164868105515588,0,0,0.012589928057554,1668,0.207434052757794,0.558752997601918,0.025779376498801,0.0977218225419664,0.0893285371702638,6.68605518269948,0.456375838926175,0.157345264727815,"offense","recent"
"CAR",3111,0.575377692060431,0.720990035358406,0.0597878495660559,1645,0.370820668693009,0.192705167173252,0.436474164133739,0.16838905775076,0.492401215805471,0.236474164133739,0.10273556231003,,,,,1780,0.858426966292135,0,0.104494382022472,0,0,0.0370786516853933,1781,0.182481751824818,0.312184166198765,0.0196518809657496,0.072992700729927,0.094329028635598,6.73666384419983,0.471634208298052,0.169348010160881,"offense","recent"
"CHI",3285,0.551598173515982,0.657838660578387,0.0684931506849315,1647,0.363084395871281,0.191863995142684,0.445051608986035,0.197935640558591,0.469338190649666,0.194899817850638,0.137826350941105,,,,,1787,0.812534974818131,0,0.165081141578064,0,0,0.0223838836038053,1789,0.235326998323086,0.517607602012297,0.0190050307434321,0.121296813862493,0.129122414756847,6.66485647788984,0.474010861132661,0.146625290923196,"offense","recent"
"CIN",3194,0.641202254226675,0.826236693800877,0.0723231058234189,1901,0.375591793792741,0.218832193582325,0.405576012624934,0.191478169384534,0.514992109416097,0.198842714360863,0.094687006838506,,,,,2036,0.920923379174853,0,0.0613948919449902,0,0,0.0176817288801572,2036,0.168958742632613,0.453831041257367,0.0235756385068762,0.0830058939096267,0.0388015717092338,6.54466858789625,0.561959654178674,0.121037463976945,"offense","recent"
"CLE",3356,0.601013110846246,0.697258641239571,0.0622765196662694,1836,0.400326797385621,0.202069716775599,0.39760348583878,0.167211328976035,0.501633986928105,0.222222222222222,0.108932461873638,,,,,1997,0.830746119178768,0,0.151727591387081,0,0,0.0175262894341512,1998,0.217217217217217,0.4004004004004,0.00900900900900901,0.0875875875875876,0.119119119119119,6.6573998364677,0.533932951757972,0.164349959116926,"offense","recent"
