"gsis_id","field_third","carries","yards_per_carry","epa_per_rush_raw","success_rate","explosive_rate","stuff_rate","td_rate","first_down_rate","carries_total","carries_charted","carries_uncharted","epa_overall","carry_share","epa_per_rush","evidence_class","output_class","window"
"00-0035973","RIGHT",14,4.92857142857143,0.0998942914468769,0.5,0.0714285714285714,0.0714285714285714,0,0.285714285714286,40,39,1,0.0298217082407092,0.358974358974359,0.0430786834418761,"INSUFFICIENT","OBSERVED","current_team"
"00-0035993","LEFT",24,3.375,0.050817819342578,0.458333333333333,0.0416666666666667,0.25,0,0.416666666666667,68,63,5,0.00490940446057303,0.380952380952381,0.0180260944268602,"WEAK","OBSERVED","current_team"
"00-0035993","MIDDLE",14,4.07142857142857,0.622379620488833,0.714285714285714,0.0714285714285714,0.214285714285714,0.0714285714285714,0.642857142857143,68,63,5,0.00490940446057303,0.222222222222222,0.121728093979433,"INSUFFICIENT","OBSERVED","current_team"
"00-0035993","RIGHT",25,4.8,0.0690506054832223,0.4,0.16,0.08,0,0.36,68,63,5,0.00490940446057303,0.396825396825397,0.0237744635848816,"WEAK","OBSERVED","current_team"
"00-0036020","LEFT",52,3.53846153846154,-0.0378675417878902,0.480769230769231,0.0576923076923077,0.192307692307692,0.0192307692307692,0.25,163,163,0,-0.0716212386558274,0.319018404907975,-0.0559498793957137,"MODERATE","OBSERVED","current_team"
"00-0036020","MIDDLE",55,3.72727272727273,-0.103376746059632,0.345454545454545,0.0545454545454545,0.163636363636364,0.0363636363636364,0.254545454545455,163,163,0,-0.0716212386558274,0.337423312883436,-0.0868086552402557,"MODERATE","OBSERVED","current_team"
"00-0036020","RIGHT",56,3.64285714285714,-0.0717755124044612,0.232142857142857,0.0535714285714286,0.214285714285714,0.0357142857142857,0.142857142857143,163,163,0,-0.0716212386558274,0.343558282208589,-0.0716957156379265,"MODERATE","OBSERVED","current_team"
"00-0036139","LEFT",87,3.8735632183908,0.00387619952879578,0.471264367816092,0.0689655172413793,0.114942528735632,0.0344827586206897,0.241379310344828,237,235,2,-0.00972853406131416,0.370212765957447,-0.00167675295696338,"MODERATE","OBSERVED","current_team"
"00-0036139","MIDDLE",79,3.82278481012658,-0.0549177282049226,0.379746835443038,0.0506329113924051,0.151898734177215,0.0253164556962025,0.177215189873418,237,235,2,-0.00972853406131416,0.336170212765957,-0.0354116012364585,"MODERATE","OBSERVED","current_team"
"00-0036139","RIGHT",69,6.33333333333333,0.1251641679842,0.420289855072464,0.144927536231884,0.159420289855072,0.0144927536231884,0.27536231884058,237,235,2,-0.00972853406131416,0.293617021276596,0.0624233763351236,"MODERATE","OBSERVED","current_team"
"00-0036158","LEFT",53,6.45283018867925,0.18704043531171,0.490566037735849,0.150943396226415,0.0754716981132075,0.0377358490566038,0.264150943396226,153,153,0,0.0273479530582085,0.34640522875817,0.102247966858523,"MODERATE","OBSERVED","current_team"
"00-0036158","MIDDLE",26,3.96153846153846,-0.049439002627668,0.5,0.0384615384615385,0.230769230769231,0,0.192307692307692,153,153,0,0.0273479530582085,0.169934640522876,0.00413329203689702,"WEAK","OBSERVED","current_team"
"00-0036158","RIGHT",74,4.41891891891892,-0.0600471916931801,0.418918918918919,0.108108108108108,0.162162162162162,0.027027027027027,0.243243243243243,153,153,0,0.0273479530582085,0.483660130718954,-0.0209150373268867,"MODERATE","OBSERVED","current_team"
"00-0036212","LEFT",4,3,0.140255681842973,0.5,0,0,0,0.25,47,23,24,-1.23032280322793,0.173913043478261,-1.144661647911,"INSUFFICIENT","OBSERVED","current_team"
"00-0036212","MIDDLE",16,0.9375,0.118754384178828,0.5625,0,0.1875,0.25,0.625,47,23,24,-1.23032280322793,0.695652173913043,-0.946306553247563,"WEAK","OBSERVED","current_team"
"00-0036212","RIGHT",3,2.66666666666667,0.24374276502446,0.666666666666667,0,0.333333333333333,0.333333333333333,0.666666666666667,47,23,24,-1.23032280322793,0.130434782608696,-1.16012920473973,"INSUFFICIENT","OBSERVED","current_team"
"00-0036223","LEFT",480,5.32083333333333,0.0510055938706257,0.404166666666667,0.116666666666667,0.214583333333333,0.0458333333333333,0.25625,1554,1550,4,0.00416899610078674,0.309677419354839,0.0458015274517547,"STRONG","OBSERVED","current_team"
"00-0036223","MIDDLE",577,4.32409012131716,-0.0607168127843116,0.421143847487002,0.0710571923743501,0.169844020797227,0.0381282495667244,0.263431542461005,1554,1550,4,0.00416899610078674,0.372258064516129,-0.0546051196397183,"STRONG","OBSERVED","current_team"
"00-0036223","RIGHT",493,5.16632860040568,0.0374941627793294,0.427991886409736,0.0973630831643002,0.160243407707911,0.050709939148073,0.290060851926978,1554,1550,4,0.00416899610078674,0.318064516129032,0.0338784123259613,"STRONG","OBSERVED","current_team"
"00-0036251","LEFT",30,3.4,-0.264684322537364,0.233333333333333,0,0.1,0,0.133333333333333,74,74,0,-0.270155250557289,0.405405405405405,-0.268331607883981,"WEAK","OBSERVED","current_team"
"00-0036251","MIDDLE",18,3.5,-0.160771602509259,0.277777777777778,0.0555555555555556,0.111111111111111,0,0.166666666666667,74,74,0,-0.270155250557289,0.243243243243243,-0.244912870238512,"WEAK","OBSERVED","current_team"
"00-0036251","RIGHT",26,2.96153846153846,-0.352195000767377,0.269230769230769,0.0769230769230769,0.192307692307692,0.0769230769230769,0.269230769230769,74,74,0,-0.270155250557289,0.351351351351351,-0.294957965737083,"WEAK","OBSERVED","current_team"
"00-0036264","LEFT",5,9.6,0.698938212223584,0.6,0.2,0,0.2,0.4,33,23,10,0.190922124332801,0.217391304347826,0.230000284939784,"INSUFFICIENT","OBSERVED","current_team"
"00-0036264","MIDDLE",14,2.71428571428571,1.04681535167038,0.928571428571429,0,0.0714285714285714,0.214285714285714,0.857142857142857,33,23,10,0.190922124332801,0.608695652173913,0.352847870045315,"INSUFFICIENT","OBSERVED","current_team"
"00-0036264","RIGHT",4,3.5,-0.299304276646581,0.5,0,0.25,0.25,0.5,33,23,10,0.190922124332801,0.173913043478261,0.160282974271589,"INSUFFICIENT","OBSERVED","current_team"
"00-0036269","LEFT",8,2.75,-0.338937524484209,0.25,0,0.125,0,0,22,22,0,-0.108159056915368,0.363636363636364,-0.135309464864644,"INSUFFICIENT","OBSERVED","current_team"
"00-0036269","MIDDLE",4,3,-0.466520072084677,0.25,0,0.25,0,0,22,22,0,-0.108159056915368,0.181818181818182,-0.13055662036345,"INSUFFICIENT","OBSERVED","current_team"
"00-0036269","RIGHT",10,4.3,0.219808123207427,0.5,0,0.1,0,0.3,22,22,0,-0.108159056915368,0.454545454545455,-0.0613066026121119,"INSUFFICIENT","OBSERVED","current_team"
"00-0036275","LEFT",164,4.57926829268293,-0.112966815719563,0.371951219512195,0.0792682926829268,0.152439024390244,0.024390243902439,0.207317073170732,476,476,0,-0.0493228955617204,0.34453781512605,-0.0959193371058549,"STRONG","OBSERVED","current_team"
"00-0036275","MIDDLE",83,3.49397590361446,-0.0502772566495197,0.397590361445783,0.0481927710843374,0.168674698795181,0.036144578313253,0.216867469879518,476,476,0,-0.0493228955617204,0.17436974789916,-0.0498768254238696,"MODERATE","OBSERVED","current_team"
"00-0036275","RIGHT",229,4.38864628820961,-0.00339793977056965,0.432314410480349,0.074235807860262,0.157205240174672,0.0349344978165938,0.240174672489083,476,476,0,-0.0493228955617204,0.48109243697479,-0.0129325326683864,"STRONG","OBSERVED","current_team"
"00-0036297","LEFT",23,3.60869565217391,-0.0378409639360261,0.304347826086957,0.0434782608695652,0.217391304347826,0,0.217391304347826,47,47,0,0.035366701547668,0.48936170212766,0.0150802400280901,"WEAK","OBSERVED","current_team"
"00-0036297","MIDDLE",7,2.57142857142857,0.155767088263278,0.285714285714286,0,0,0,0.285714285714286,47,47,0,0.035366701547668,0.148936170212766,0.0479458464284034,"INSUFFICIENT","OBSERVED","current_team"
"00-0036297","RIGHT",17,4.17647058823529,0.084835736789768,0.470588235294118,0.0588235294117647,0.176470588235294,0.0588235294117647,0.294117647058823,47,47,0,0.035366701547668,0.361702127659574,0.0462884366011187,"WEAK","OBSERVED","current_team"
"00-0036328","LEFT",49,4.04081632653061,-0.165920815474534,0.26530612244898,0.0612244897959184,0.346938775510204,0.0204081632653061,0.122448979591837,145,145,0,-0.10587845563724,0.337931034482759,-0.132869975197124,"MODERATE","OBSERVED","current_team"
"00-0036328","MIDDLE",40,2.975,-0.441702331035049,0.275,0.05,0.25,0.025,0.15,145,145,0,-0.10587845563724,0.275862068965517,-0.240208005796363,"MODERATE","OBSERVED","current_team"
"00-0036328","RIGHT",56,5.83928571428571,0.186532805933114,0.5,0.125,0.107142857142857,0,0.321428571428571,145,145,0,-0.10587845563724,0.386206896551724,0.0352856016725862,"MODERATE","OBSERVED","current_team"
"00-0036336","LEFT",21,4.47619047619048,0.0872658062171901,0.476190476190476,0.0952380952380952,0.19047619047619,0,0.285714285714286,42,42,0,-0.151157765507898,0.5,-0.0893442469125045,"WEAK","OBSERVED","current_team"
"00-0036336","MIDDLE",10,2.9,-0.375706770003308,0.3,0,0.2,0,0.1,42,42,0,-0.151157765507898,0.238095238095238,-0.183236194721528,"INSUFFICIENT","OBSERVED","current_team"
"00-0036336","RIGHT",11,2.09090909090909,-0.402194580169056,0.0909090909090909,0,0.363636363636364,0,0.0909090909090909,42,42,0,-0.151157765507898,0.261904761904762,-0.190050793131457,"INSUFFICIENT","OBSERVED","current_team"
"00-0036355","LEFT",14,4.07142857142857,0.19352204621204,0.714285714285714,0.0714285714285714,0.142857142857143,0.0714285714285714,0.571428571428571,104,90,14,0.0797656707181229,0.155555555555556,0.101287147162918,"INSUFFICIENT","OBSERVED","current_team"
"00-0036355","MIDDLE",62,1.61290322580645,0.347946371543885,0.741935483870968,0,0.17741935483871,0.0806451612903226,0.725806451612903,104,90,14,0.0797656707181229,0.688888888888889,0.216054223596789,"MODERATE","OBSERVED","current_team"
"00-0036355","RIGHT",14,7.92857142857143,0.29716555865889,0.5,0.357142857142857,0.214285714285714,0.0714285714285714,0.428571428571429,104,90,14,0.0797656707181229,0.155555555555556,0.120895379247457,"INSUFFICIENT","OBSERVED","current_team"
"00-0036358","LEFT",26,6.73076923076923,0.265490331615701,0.538461538461539,0.192307692307692,0.153846153846154,0,0.346153846153846,59,58,1,0.288097399331213,0.448275862068966,0.281262704440476,"WEAK","OBSERVED","current_team"
"00-0036358","MIDDLE",1,4,-0.0831444018986076,0,0,0,0,0,59,58,1,0.288097399331213,0.0172413793103448,0.28201146816351,"INSUFFICIENT","OBSERVED","current_team"
"00-0036358","RIGHT",31,6.80645161290323,0.294359430336514,0.645161290322581,0.32258064516129,0.161290322580645,0.0967741935483871,0.419354838709677,59,58,1,0.288097399331213,0.53448275862069,0.290230618684667,"WEAK","OBSERVED","current_team"
"00-0036360","LEFT",167,4.17365269461078,-0.0666315069493231,0.389221556886227,0.0658682634730539,0.173652694610778,0.0299401197604791,0.209580838323353,448,448,0,-0.0748998892423203,0.372767857142857,-0.0688169824452695,"STRONG","OBSERVED","current_team"
"00-0036360","MIDDLE",93,4.09677419354839,-0.0967669663077686,0.473118279569892,0.0537634408602151,0.182795698924731,0.010752688172043,0.193548387096774,448,448,0,-0.0748998892423203,0.207589285714286,-0.0881916419683771,"MODERATE","OBSERVED","current_team"
"00-0036360","RIGHT",188,4.14893617021277,-0.071427451347873,0.335106382978723,0.0638297872340425,0.180851063829787,0.0319148936170213,0.202127659574468,448,448,0,-0.0748998892423203,0.419642857142857,-0.072267557290078,"STRONG","OBSERVED","current_team"
"00-0036389","LEFT",119,4.70588235294118,0.177838462431699,0.579831932773109,0.100840336134454,0.19327731092437,0.0336134453781512,0.386554621848739,465,441,24,0.183311871615301,0.26984126984127,0.179673124727879,"STRONG","OBSERVED","current_team"
"00-0036389","MIDDLE",180,2.58888888888889,0.445885306911834,0.711111111111111,0.0555555555555556,0.161111111111111,0.227777777777778,0.661111111111111,465,441,24,0.183311871615301,0.408163265306122,0.380241948087701,"STRONG","OBSERVED","current_team"
"00-0036389","RIGHT",142,5.3169014084507,0.147786346491693,0.507042253521127,0.147887323943662,0.204225352112676,0.0492957746478873,0.323943661971831,465,441,24,0.183311871615301,0.321995464852608,0.158338482667022,"STRONG","OBSERVED","current_team"
"00-0036414","LEFT",44,3.72727272727273,-0.214216236961947,0.318181818181818,0.0909090909090909,0.409090909090909,0,0.204545454545455,107,107,0,-0.0874558813891605,0.411214953271028,-0.141085262593032,"MODERATE","OBSERVED","current_team"
"00-0036414","MIDDLE",29,5.10344827586207,0.0758985630216495,0.379310344827586,0.137931034482759,0.172413793103448,0.0344827586206896,0.275862068965517,107,107,0,-0.0874558813891605,0.271028037383178,-0.0342280287159752,"WEAK","OBSERVED","current_team"
"00-0036414","RIGHT",34,4.17647058823529,-0.0627448002924211,0.411764705882353,0.117647058823529,0.205882352941176,0.0294117647058823,0.264705882352941,107,107,0,-0.0874558813891605,0.317757009345794,-0.0785178307797016,"WEAK","OBSERVED","current_team"
"00-0036442","LEFT",11,2.27272727272727,0.00679023995392283,0.636363636363636,0,0.363636363636364,0,0.545454545454545,75,69,6,0.178574224243639,0.159420289855072,0.151959804142415,"INSUFFICIENT","OBSERVED","current_team"
"00-0036442","MIDDLE",45,2.97777777777778,0.35797635227209,0.555555555555556,0.0666666666666667,0.244444444444444,0.133333333333333,0.6,75,69,6,0.178574224243639,0.652173913043478,0.255460850541546,"MODERATE","OBSERVED","current_team"
"00-0036442","RIGHT",13,1.84615384615385,0.282844193611079,0.692307692307692,0.0769230769230769,0.230769230769231,0.153846153846154,0.769230769230769,75,69,6,0.178574224243639,0.188405797101449,0.197142848925512,"INSUFFICIENT","OBSERVED","current_team"
"00-0036457","LEFT",10,3.6,-0.209869214211358,0.2,0.1,0.2,0,0.2,35,35,0,-0.0208695225667076,0.285714285714286,-0.0478694785159433,"INSUFFICIENT","OBSERVED","current_team"
"00-0036457","MIDDLE",5,11,1.00368579907808,0.6,0.4,0.2,0.2,0.6,35,35,0,-0.0208695225667076,0.142857142857143,0.0579424252521226,"INSUFFICIENT","OBSERVED","current_team"
"00-0036457","RIGHT",20,4.7,-0.18250850715558,0.4,0.1,0.15,0,0.15,35,35,0,-0.0208695225667076,0.571428571428571,-0.0612792687139258,"WEAK","OBSERVED","current_team"
"00-0036555","LEFT",329,4.16413373860182,-0.0821936060806009,0.401215805471125,0.0790273556231003,0.197568389057751,0.0243161094224924,0.246200607902736,891,887,4,-0.054550744635564,0.370913190529876,-0.0779299256520605,"STRONG","OBSERVED","current_team"
"00-0036555","MIDDLE",289,4.04152249134948,-0.0461046311081545,0.429065743944637,0.055363321799308,0.121107266435986,0.027681660899654,0.259515570934256,891,887,4,-0.054550744635564,0.325817361894025,-0.0475566850097149,"STRONG","OBSERVED","current_team"
"00-0036555","RIGHT",269,4.23420074349442,-0.0317141537840774,0.386617100371747,0.0780669144981413,0.156133828996283,0.0260223048327138,0.226765799256506,891,887,4,-0.054550744635564,0.303269447576099,-0.0358788815989382,"STRONG","OBSERVED","current_team"
"00-0036567","LEFT",129,5.1937984496124,-0.0108874501017471,0.496124031007752,0.0930232558139535,0.155038759689922,0.0232558139534884,0.24031007751938,327,327,0,-0.0521029539596512,0.394495412844037,-0.0239717370407643,"STRONG","OBSERVED","current_team"
"00-0036567","MIDDLE",101,3.63366336633663,-0.139725077878038,0.386138613861386,0.0594059405940594,0.148514851485149,0.0198019801980198,0.227722772277228,327,327,0,-0.0521029539596512,0.308868501529052,-0.107070870206589,"STRONG","OBSERVED","current_team"
"00-0036567","RIGHT",97,5.01030927835052,-0.015679917690709,0.422680412371134,0.134020618556701,0.175257731958763,0.0412371134020619,0.22680412371134,327,327,0,-0.0521029539596512,0.296636085626911,-0.0295995493858462,"MODERATE","OBSERVED","current_team"
"00-0036569","LEFT",20,3.1,-0.434254936236539,0.1,0.1,0.35,0,0.1,41,41,0,-0.199347166964493,0.48780487804878,-0.258074109282505,"WEAK","OBSERVED","current_team"
"00-0036569","MIDDLE",6,4.16666666666667,0.191250949612974,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0.5,41,41,0,-0.199347166964493,0.146341463414634,-0.163838247275633,"INSUFFICIENT","OBSERVED","current_team"
"00-0036569","RIGHT",15,5.13333333333333,-0.042376054566086,0.533333333333333,0.133333333333333,0.133333333333333,0,0.266666666666667,41,41,0,-0.199347166964493,0.365853658536585,-0.167952944484812,"WEAK","OBSERVED","current_team"
"00-0036650","LEFT",19,2.15789473684211,-0.400937316078374,0.105263157894737,0.0526315789473684,0.31578947368421,0,0.105263157894737,49,49,0,-0.356388317926535,0.387755102040816,-0.367102633937737,"WEAK","OBSERVED","current_team"
"00-0036650","MIDDLE",10,2.2,-0.142177934787469,0.4,0,0.1,0.1,0.2,49,49,0,-0.356388317926535,0.204081632653061,-0.325786834620954,"INSUFFICIENT","OBSERVED","current_team"
"00-0036650","RIGHT",20,2.15,-0.421171961251821,0.2,0,0.3,0,0.05,49,49,0,-0.356388317926535,0.408163265306122,-0.372584228757856,"WEAK","OBSERVED","current_team"
"00-0036670","LEFT",13,5.15384615384615,0.114143960423736,0.615384615384615,0.0769230769230769,0.307692307692308,0.0769230769230769,0.153846153846154,21,21,0,0.114817264655874,0.619047619047619,0.114697361162479,"INSUFFICIENT","OBSERVED","current_team"
"00-0036670","MIDDLE",3,4.66666666666667,0.804860201547854,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,21,21,0,0.114817264655874,0.142857142857143,0.14767645212692,"INSUFFICIENT","OBSERVED","current_team"
"00-0036670","RIGHT",5,3,-0.297457906475756,0.4,0,0.2,0,0.4,21,21,0,0.114817264655874,0.238095238095238,0.0831037899534408,"INSUFFICIENT","OBSERVED","current_team"
"00-0036755","LEFT",19,3.05263157894737,-0.104588428023778,0.31578947368421,0.0526315789473684,0.157894736842105,0.0526315789473684,0.157894736842105,41,41,0,-0.0355740941688493,0.463414634146341,-0.0521724782605409,"WEAK","OBSERVED","current_team"
"00-0036755","MIDDLE",11,4.45454545454545,0.0313063321624544,0.545454545454545,0,0.0909090909090909,0,0.181818181818182,41,41,0,-0.0355740941688493,0.268292682926829,-0.0252123379766755,"INSUFFICIENT","OBSERVED","current_team"
"00-0036755","RIGHT",11,4.72727272727273,0.0167520561583594,0.363636363636364,0.0909090909090909,0.0909090909090909,0,0.181818181818182,41,41,0,-0.0355740941688493,0.268292682926829,-0.0274672258082959,"INSUFFICIENT","OBSERVED","current_team"
"00-0036829","LEFT",36,3.33333333333333,-0.100998830171496,0.444444444444444,0,0.138888888888889,0.0277777777777778,0.194444444444444,76,76,0,0.0523815456399461,0.473684210526316,-0.00513609528934467,"WEAK","OBSERVED","current_team"
"00-0036829","MIDDLE",5,7,0.382323949830607,0.8,0.2,0,0,0.4,76,76,0,0.0523815456399461,0.0657894736842105,0.0777617305776892,"INSUFFICIENT","OBSERVED","current_team"
"00-0036829","RIGHT",35,6.02857142857143,0.163009588733049,0.457142857142857,0.142857142857143,0.0285714285714286,0,0.257142857142857,76,76,0,0.0523815456399461,0.460526315789474,0.0931392457268789,"WEAK","OBSERVED","current_team"
"00-0036875","LEFT",270,4.30740740740741,-0.0427077384997654,0.388888888888889,0.0925925925925926,0.203703703703704,0.0407407407407407,0.244444444444444,837,836,1,-0.0911896414888232,0.322966507177034,-0.0515226299523214,"STRONG","OBSERVED","current_team"
"00-0036875","MIDDLE",276,4.16666666666667,-0.188639068209698,0.38768115942029,0.0615942028985507,0.177536231884058,0.00724637681159419,0.217391304347826,837,836,1,-0.0911896414888232,0.330143540669856,-0.171237384866684,"STRONG","OBSERVED","current_team"
"00-0036875","RIGHT",290,4.60689655172414,-0.04752847484597,0.420689655172414,0.0862068965517241,0.155172413793103,0.0517241379310345,0.227586206896552,837,836,1,-0.0911896414888232,0.34688995215311,-0.0550132462704591,"STRONG","OBSERVED","current_team"
"00-0036898","LEFT",2,1,-0.282201167370658,0,0,0,0,0,20,15,5,-0.161254907776299,0.133333333333333,-0.165156400021278,"INSUFFICIENT","OBSERVED","current_team"
"00-0036898","MIDDLE",8,2.25,0.180299509120232,0.5,0,0,0,0.5,20,15,5,-0.161254907776299,0.533333333333333,-0.121072035200236,"INSUFFICIENT","OBSERVED","current_team"
"00-0036898","RIGHT",5,0.8,-0.201859709830023,0.4,0,0.6,0,0.4,20,15,5,-0.161254907776299,0.333333333333333,-0.164378354088124,"INSUFFICIENT","OBSERVED","current_team"
"00-0036900","LEFT",8,5.125,0.0264702805579873,0.5,0.125,0.375,0,0.25,21,21,0,-0.421078541687512,0.380952380952381,-0.368425739070395,"INSUFFICIENT","OBSERVED","current_team"
"00-0036900","MIDDLE",0,,,,,,,,21,21,0,-0.421078541687512,0,-0.421078541687512,"INSUFFICIENT","OBSERVED","current_team"
"00-0036900","RIGHT",13,2.15384615384615,-0.696493201530897,0.384615384615385,0,0.538461538461538,0,0.153846153846154,21,21,0,-0.421078541687512,0.619047619047619,-0.470124987960992,"INSUFFICIENT","OBSERVED","current_team"
"00-0036919","LEFT",48,4.04166666666667,0.0229276287348815,0.5625,0.0416666666666667,0.229166666666667,0.0833333333333333,0.354166666666667,114,114,0,-0.00575941190299204,0.421052631578947,0.00699038393606286,"MODERATE","OBSERVED","current_team"
"00-0036919","MIDDLE",21,2.9047619047619,-0.391680899478074,0.285714285714286,0,0.0952380952380952,0,0.142857142857143,114,114,0,-0.00575941190299204,0.184210526315789,-0.105813130903939,"WEAK","OBSERVED","current_team"
"00-0036919","RIGHT",45,6.26666666666667,0.143737772284981,0.422222222222222,0.177777777777778,0.244444444444444,0.0222222222222222,0.311111111111111,114,114,0,-0.00575941190299204,0.394736842105263,0.0583108098918536,"MODERATE","OBSERVED","current_team"
"00-0036924","LEFT",49,4.28571428571429,-0.00433367777233275,0.428571428571429,0.0816326530612245,0.183673469387755,0.0204081632653061,0.224489795918367,149,149,0,-0.0248390043876846,0.328859060402685,-0.0156210135239026,"MODERATE","OBSERVED","current_team"
"00-0036924","MIDDLE",54,3.98148148148148,-0.00372322142911338,0.462962962962963,0.0555555555555556,0.148148148148148,0.0185185185185185,0.333333333333333,149,149,0,-0.0248390043876846,0.36241610738255,-0.0148367914073087,"MODERATE","OBSERVED","current_team"
"00-0036924","RIGHT",46,4.08695652173913,-0.0714697279510565,0.369565217391304,0.0652173913043478,0.195652173913043,0,0.173913043478261,149,149,0,-0.0248390043876846,0.308724832214765,-0.0450749787642422,"MODERATE","OBSERVED","current_team"
"00-0036936","LEFT",25,7.52,0.189853876469424,0.44,0.16,0.12,0.04,0.28,52,52,0,-0.130135031992932,0.480769230769231,-0.0360206471510628,"WEAK","OBSERVED","current_team"
"00-0036936","MIDDLE",2,0.5,-0.474276460416149,0.5,0,0.5,0,0.5,52,52,0,-0.130135031992932,0.0384615384615385,-0.141236368393681,"INSUFFICIENT","OBSERVED","current_team"
"00-0036936","RIGHT",25,2.4,-0.422592626181431,0.32,0,0.28,0,0.04,52,52,0,-0.130135031992932,0.480769230769231,-0.216151971460138,"WEAK","OBSERVED","current_team"
"00-0036945","LEFT",16,3.4375,0.147562897926831,0.6875,0,0.1875,0,0.4375,41,37,4,0.0590798580992181,0.432432432432432,0.0777078664839786,"WEAK","OBSERVED","current_team"
"00-0036945","MIDDLE",6,3.16666666666667,-0.256997829724902,0.5,0,0.166666666666667,0,0.5,41,37,4,0.0590798580992181,0.162162162162162,0.0303455228424799,"INSUFFICIENT","OBSERVED","current_team"
"00-0036945","RIGHT",15,4.73333333333333,0.312548641778838,0.666666666666667,0.0666666666666667,0.0666666666666667,0.2,0.466666666666667,41,37,4,0.0590798580992181,0.405405405405405,0.109773614835142,"WEAK","OBSERVED","current_team"
"00-0036950","LEFT",8,4.625,-0.0415841706853826,0.375,0.25,0.25,0,0.25,22,22,0,0.0100262498334896,0.363636363636364,0.00395443565479876,"INSUFFICIENT","OBSERVED","current_team"
"00-0036950","MIDDLE",3,3,-0.272774554012964,0,0,0.333333333333333,0,0,22,22,0,0.0100262498334896,0.136363636363636,-0.00344045511157962,"INSUFFICIENT","OBSERVED","current_team"
"00-0036950","RIGHT",11,5.72727272727273,0.124688593078066,0.363636363636364,0.181818181818182,0.181818181818182,0.0909090909090909,0.363636363636364,22,22,0,0.0100262498334896,0.5,0.0277908382234944,"INSUFFICIENT","OBSERVED","current_team"
"00-0036963","LEFT",12,5.66666666666667,0.148200039566821,0.583333333333333,0.166666666666667,0.166666666666667,0,0.333333333333333,25,25,0,0.444120702680338,0.48,0.394800592161419,"INSUFFICIENT","OBSERVED","current_team"
"00-0036963","MIDDLE",3,10.6666666666667,1.14837062808995,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,25,25,0,0.444120702680338,0.12,0.47765641341413,"INSUFFICIENT","OBSERVED","current_team"
"00-0036963","RIGHT",10,9.5,0.587950520793674,0.6,0.1,0.1,0,0.4,25,25,0,0.444120702680338,0.4,0.464667819553672,"INSUFFICIENT","OBSERVED","current_team"
"00-0036971","LEFT",23,2.73913043478261,0.0715672145926637,0.608695652173913,0,0.217391304347826,0.0869565217391304,0.391304347826087,125,116,9,-0.0469868518663855,0.198275862068966,-0.0141345201970104,"WEAK","OBSERVED","current_team"
"00-0036971","MIDDLE",55,1.90909090909091,0.154201858521926,0.709090909090909,0,0.2,0.2,0.636363636363636,125,116,9,-0.0469868518663855,0.474137931034483,0.049233835710633,"MODERATE","OBSERVED","current_team"
"00-0036971","RIGHT",38,3.23684210526316,0.120697044916788,0.605263157894737,0,0.184210526315789,0.105263157894737,0.526315789473684,125,116,9,-0.0469868518663855,0.327586206896552,0.0180334346413756,"WEAK","OBSERVED","current_team"
"00-0036973","LEFT",301,5.11295681063123,0.0176067799364118,0.39202657807309,0.0996677740863787,0.222591362126246,0.0299003322259136,0.242524916943522,900,897,3,-0.0965860958317873,0.335562987736901,-0.00137264539902296,"STRONG","OBSERVED","current_team"
"00-0036973","MIDDLE",317,3.50788643533123,-0.16940317259108,0.369085173501577,0.0410094637223975,0.227129337539432,0.0189274447949527,0.205047318611988,900,897,3,-0.0965860958317873,0.35340022296544,-0.157814247907903,"STRONG","OBSERVED","current_team"
"00-0036973","RIGHT",279,4.11111111111111,-0.149409753756617,0.344086021505376,0.0645161290322581,0.211469534050179,0.0358422939068101,0.186379928315412,900,897,3,-0.0965860958317873,0.311036789297659,-0.140060433769922,"STRONG","OBSERVED","current_team"
"00-0036984","LEFT",39,3.53846153846154,-0.109404110628161,0.358974358974359,0.0512820512820513,0.205128205128205,0.0256410256410256,0.179487179487179,91,91,0,-0.135755880186347,0.428571428571429,-0.125374880057364,"WEAK","OBSERVED","current_team"
"00-0036984","MIDDLE",32,3.28125,-0.241439311112915,0.25,0.0625,0.21875,0.03125,0.21875,91,91,0,-0.135755880186347,0.351648351648352,-0.172515334421675,"WEAK","OBSERVED","current_team"
"00-0036984","RIGHT",20,3.8,-0.0180483413423008,0.5,0,0.25,0,0.4,91,91,0,-0.135755880186347,0.21978021978022,-0.106328995475335,"WEAK","OBSERVED","current_team"
"00-0036997","LEFT",98,5.66326530612245,0.0491819676752594,0.438775510204082,0.0918367346938776,0.102040816326531,0.0306122448979592,0.224489795918367,252,252,0,0.0484325545162082,0.388888888888889,0.0488973803996703,"MODERATE","OBSERVED","current_team"
"00-0036997","MIDDLE",77,4.09090909090909,0.0178152594670756,0.48051948051948,0.038961038961039,0.12987012987013,0.025974025974026,0.25974025974026,252,252,0,0.0484325545162082,0.305555555555556,0.0312242937951629,"MODERATE","OBSERVED","current_team"
"00-0036997","RIGHT",77,4.2987012987013,0.0780960509992755,0.454545454545455,0.0649350649350649,0.116883116883117,0.0779220779220779,0.324675324675325,252,252,0,0.0484325545162082,0.305555555555556,0.0651047386709249,"MODERATE","OBSERVED","current_team"
