"gsis_id","field_third","carries","yards_per_carry","epa_per_rush_raw","success_rate","explosive_rate","stuff_rate","td_rate","first_down_rate","carries_total","carries_charted","carries_uncharted","epa_overall","carry_share","epa_per_rush","evidence_class","output_class","window"
"00-0031682","LEFT",41,4.70731707317073,-0.238104986333181,0.341463414634146,0.0975609756097561,0.268292682926829,0.024390243902439,0.268292682926829,90,90,0,-0.208299850788736,0.455555555555556,-0.220398965217669,"MODERATE","OBSERVED","career"
"00-0031682","MIDDLE",8,3.25,-0.0411815205152379,0.25,0,0,0,0.25,90,90,0,-0.208299850788736,0.0888888888888889,-0.18863887075656,"INSUFFICIENT","OBSERVED","career"
"00-0031682","RIGHT",41,3.80487804878049,-0.211103169931803,0.292682926829268,0.0975609756097561,0.24390243902439,0,0.146341463414634,90,90,0,-0.208299850788736,0.455555555555556,-0.209437831827011,"MODERATE","OBSERVED","career"
"00-0031687","LEFT",324,4.87962962962963,-0.0237154064648031,0.416666666666667,0.111111111111111,0.191358024691358,0.0432098765432099,0.259259259259259,781,781,0,-0.035606317821509,0.414852752880922,-0.0255733613642884,"STRONG","OBSERVED","career"
"00-0031687","MIDDLE",192,4.34375,-0.0576540911946429,0.40625,0.104166666666667,0.161458333333333,0.0416666666666667,0.28125,781,781,0,-0.035606317821509,0.24583866837388,-0.0524046213438968,"STRONG","OBSERVED","career"
"00-0031687","RIGHT",265,5.58490566037736,-0.0341704038287962,0.433962264150943,0.113207547169811,0.181132075471698,0.0452830188679245,0.2,781,781,0,-0.035606317821509,0.339308578745198,-0.0344354956428355,"STRONG","OBSERVED","career"
"00-0031731","LEFT",28,3.25,-0.492571498223371,0.25,0.107142857142857,0.25,0,0.214285714285714,81,81,0,-0.0100069829602289,0.345679012345679,-0.163550237816683,"WEAK","OBSERVED","career"
"00-0031731","MIDDLE",29,7.41379310344827,0.332904911650232,0.448275862068966,0.103448275862069,0.103448275862069,0.103448275862069,0.206896551724138,81,81,0,-0.0100069829602289,0.358024691358025,0.101728353485876,"WEAK","OBSERVED","career"
"00-0031731","RIGHT",24,6.16666666666667,0.138633078859129,0.458333333333333,0.0833333333333333,0.25,0,0.25,81,81,0,-0.0100069829602289,0.296296296296296,0.0324616061310164,"WEAK","OBSERVED","career"
"00-0031743","LEFT",21,6.52380952380952,0.285514016308644,0.619047619047619,0.19047619047619,0.19047619047619,0,0.380952380952381,45,45,0,0.0383811262845071,0.466666666666667,0.102452616290765,"WEAK","OBSERVED","career"
"00-0031743","MIDDLE",14,4.42857142857143,-0.13933033068062,0.214285714285714,0.142857142857143,0.214285714285714,0,0.142857142857143,45,45,0,0.0383811262845071,0.311111111111111,0.00476003983164519,"INSUFFICIENT","OBSERVED","career"
"00-0031743","RIGHT",10,2.9,-0.231801903015003,0.2,0.1,0.2,0,0.1,45,45,0,0.0383811262845071,0.222222222222222,-0.000216449329708539,"INSUFFICIENT","OBSERVED","career"
"00-0031757","LEFT",13,11.4615384615385,0.211229727930353,0.692307692307692,0.384615384615385,0.0769230769230769,0,0.538461538461538,20,20,0,0.207870779998484,0.65,0.208468948808269,"INSUFFICIENT","OBSERVED","career"
"00-0031757","MIDDLE",0,,,,,,,,20,20,0,0.207870779998484,0,0.207870779998484,"INSUFFICIENT","OBSERVED","career"
"00-0031757","RIGHT",7,5.71428571428571,0.201632733839298,0.428571428571429,0.285714285714286,0.142857142857143,0,0.428571428571429,20,20,0,0.207870779998484,0.35,0.207219043832599,"INSUFFICIENT","OBSERVED","career"
"00-0031800","LEFT",2,5,0.0727790566452313,0.5,0.5,0.5,0,0.5,25,17,8,-0.452859162827944,0.117647058823529,-0.435903091232036,"INSUFFICIENT","OBSERVED","career"
"00-0031800","MIDDLE",6,2.66666666666667,-1.50797162207891,0.333333333333333,0.166666666666667,0.5,0,0.5,25,17,8,-0.452859162827944,0.352941176470588,-0.548778477305305,"INSUFFICIENT","OBSERVED","career"
"00-0031800","RIGHT",9,5.11111111111111,0.357210175480254,0.666666666666667,0.111111111111111,0.222222222222222,0.111111111111111,0.666666666666667,25,17,8,-0.452859162827944,0.529411764705882,-0.347197944787745,"INSUFFICIENT","OBSERVED","career"
"00-0031806","LEFT",111,3.93693693693694,-0.123976019866177,0.351351351351351,0.0990990990990991,0.243243243243243,0.036036036036036,0.207207207207207,349,349,0,-0.140002286146139,0.318051575931232,-0.129599271192479,"STRONG","OBSERVED","career"
"00-0031806","MIDDLE",110,3.77272727272727,-0.111469393641657,0.372727272727273,0.0818181818181818,0.245454545454545,0.0727272727272727,0.254545454545455,349,349,0,-0.140002286146139,0.315186246418338,-0.121539826290298,"STRONG","OBSERVED","career"
"00-0031806","RIGHT",128,4.234375,-0.178420518431832,0.359375,0.0625,0.15625,0.0078125,0.1875,349,349,0,-0.140002286146139,0.36676217765043,-0.166159380468313,"STRONG","OBSERVED","career"
"00-0031897","LEFT",129,4.41860465116279,-0.137706913290881,0.333333333333333,0.10077519379845,0.162790697674419,0.0232558139534884,0.170542635658915,315,314,1,-0.111841625865667,0.410828025477707,-0.12949571093367,"STRONG","OBSERVED","career"
"00-0031897","MIDDLE",97,3.14432989690722,-0.173311447693272,0.350515463917526,0.0515463917525773,0.237113402061856,0.0103092783505155,0.216494845360825,315,314,1,-0.111841625865667,0.308917197452229,-0.14981979603941,"MODERATE","OBSERVED","career"
"00-0031897","RIGHT",88,5.23863636363637,0.00332147833052482,0.363636363636364,0.113636363636364,0.193181818181818,0.0340909090909091,0.238636363636364,315,314,1,-0.111841625865667,0.280254777070064,-0.0433662666138772,"MODERATE","OBSERVED","career"
"00-0031900","LEFT",36,4.44444444444444,0.118575727474106,0.5,0.0833333333333333,0.194444444444444,0.0833333333333333,0.361111111111111,101,101,0,-0.0270655600879673,0.356435643564356,0.0275499227478102,"WEAK","OBSERVED","career"
"00-0031900","MIDDLE",29,2.58620689655172,-0.0503897158055694,0.413793103448276,0.0344827586206897,0.310344827586207,0.0689655172413793,0.241379310344828,101,101,0,-0.0270655600879673,0.287128712871287,-0.0346655658835905,"WEAK","OBSERVED","career"
"00-0031900","RIGHT",36,3.58333333333333,-0.153917944433083,0.333333333333333,0.0277777777777778,0.277777777777778,0,0.194444444444444,101,101,0,-0.0270655600879673,0.356435643564356,-0.0746352042173858,"WEAK","OBSERVED","career"
"00-0031939","LEFT",111,4.68468468468469,-0.0665204442793451,0.405405405405405,0.108108108108108,0.216216216216216,0.036036036036036,0.27027027027027,248,247,1,-0.179830944341868,0.449392712550607,-0.106278514476721,"STRONG","OBSERVED","career"
"00-0031939","MIDDLE",29,2.10344827586207,-0.883973318922879,0.241379310344828,0,0.241379310344828,0,0.172413793103448,248,247,1,-0.179830944341868,0.117408906882591,-0.409270594486242,"WEAK","OBSERVED","career"
"00-0031939","RIGHT",107,3.58878504672897,-0.100502128837083,0.401869158878505,0.0467289719626168,0.233644859813084,0.0186915887850467,0.233644859813084,248,247,1,-0.179830944341868,0.433198380566802,-0.129003499677125,"STRONG","OBSERVED","career"
"00-0031959","LEFT",20,2.95,-0.317700278828595,0.25,0,0.1,0,0.05,61,60,1,-0.10085425153533,0.333333333333333,-0.155065758358647,"WEAK","OBSERVED","career"
"00-0031959","MIDDLE",14,5.85714285714286,0.0456830857895381,0.428571428571429,0.0714285714285714,0.0714285714285714,0,0.142857142857143,61,60,1,-0.10085425153533,0.233333333333333,-0.0731309715008959,"INSUFFICIENT","OBSERVED","career"
"00-0031959","RIGHT",26,5.76923076923077,0.0195897319947387,0.423076923076923,0.115384615384615,0.0769230769230769,0,0.230769230769231,61,60,1,-0.10085425153533,0.433333333333333,-0.0644409541890305,"WEAK","OBSERVED","career"
"00-0032058","LEFT",336,3.94642857142857,-0.0925266678043957,0.360119047619048,0.0833333333333333,0.226190476190476,0.0327380952380952,0.205357142857143,789,788,1,-0.104720191138376,0.426395939086294,-0.0943741713398474,"STRONG","OBSERVED","career"
"00-0032058","MIDDLE",116,3.39655172413793,-0.182255250848058,0.353448275862069,0.0603448275862069,0.25,0.0172413793103448,0.181034482758621,789,788,1,-0.104720191138376,0.147208121827411,-0.155822844128848,"STRONG","OBSERVED","career"
"00-0032058","RIGHT",336,4.75297619047619,-0.0896281297772032,0.345238095238095,0.0982142857142857,0.235119047619048,0.0357142857142857,0.1875,789,788,1,-0.104720191138376,0.426395939086294,-0.0919148057410174,"STRONG","OBSERVED","career"
"00-0032063","LEFT",200,3.435,-0.167889269927007,0.36,0.045,0.215,0.025,0.17,558,558,0,-0.156695614680489,0.3584229390681,-0.165306118716272,"STRONG","OBSERVED","career"
"00-0032063","MIDDLE",173,3.61849710982659,-0.106721882593752,0.352601156069364,0.0578034682080925,0.208092485549133,0.0404624277456647,0.236994219653179,558,558,0,-0.156695614680489,0.310035842293907,-0.119590654804929,"STRONG","OBSERVED","career"
"00-0032063","RIGHT",185,3.9027027027027,-0.191326558473472,0.34054054054054,0.0702702702702703,0.210810810810811,0.0108108108108108,0.167567567567568,558,558,0,-0.156695614680489,0.331541218637993,-0.182845511013966,"STRONG","OBSERVED","career"
"00-0032104","LEFT",185,3.74594594594594,-0.159376446730966,0.318918918918919,0.0486486486486487,0.232432432432432,0.0108108108108108,0.178378378378378,508,508,0,-0.134237169673975,0.364173228346457,-0.153219889084356,"STRONG","OBSERVED","career"
"00-0032104","MIDDLE",113,4.10619469026549,-0.0534555874790933,0.389380530973451,0.0530973451327434,0.141592920353982,0.0442477876106195,0.230088495575221,508,508,0,-0.134237169673975,0.22244094488189,-0.081472321188301,"STRONG","OBSERVED","career"
"00-0032104","RIGHT",210,4.27142857142857,-0.155558848400063,0.357142857142857,0.0714285714285714,0.20952380952381,0.00952380952380954,0.219047619047619,508,508,0,-0.134237169673975,0.413385826771654,-0.150820697572044,"STRONG","OBSERVED","career"
"00-0032133","LEFT",20,2.35,-0.303400471925852,0.2,0.05,0.4,0,0.1,52,52,0,-0.20120214364075,0.384615384615385,-0.226751725712026,"WEAK","OBSERVED","career"
"00-0032133","MIDDLE",15,1.93333333333333,-0.267443749316347,0.2,0,0.333333333333333,0.0666666666666667,0.0666666666666667,52,52,0,-0.20120214364075,0.288461538461538,-0.214450464775869,"WEAK","OBSERVED","career"
"00-0032133","RIGHT",17,4.11764705882353,-0.0225203406503972,0.411764705882353,0,0.176470588235294,0,0.176470588235294,52,52,0,-0.20120214364075,0.326923076923077,-0.161752914409114,"WEAK","OBSERVED","career"
"00-0032144","LEFT",552,4.27898550724638,-0.0362736212669797,0.403985507246377,0.0778985507246377,0.195652173913043,0.0416666666666667,0.226449275362319,1594,1591,3,-0.103528114562027,0.346951602765556,-0.0428671990410039,"STRONG","OBSERVED","career"
"00-0032144","MIDDLE",521,3.82341650671785,-0.123581326672549,0.389635316698656,0.0614203454894434,0.213051823416507,0.038387715930902,0.249520153550864,1594,1591,3,-0.103528114562027,0.327467001885607,-0.121510426970946,"STRONG","OBSERVED","career"
"00-0032144","RIGHT",518,4.22393822393822,-0.133287800915415,0.359073359073359,0.0791505791505791,0.233590733590734,0.0250965250965252,0.208494208494208,1594,1591,3,-0.103528114562027,0.325581395348837,-0.130198560117486,"STRONG","OBSERVED","career"
"00-0032152","LEFT",28,7.03571428571429,0.348643141063803,0.5,0.142857142857143,0.178571428571429,0.0714285714285714,0.285714285714286,93,93,0,0.183112569224034,0.301075268817204,0.235781387536688,"WEAK","OBSERVED","career"
"00-0032152","MIDDLE",30,4.73333333333333,0.200793753718608,0.4,0.1,0.0333333333333333,0.133333333333333,0.3,93,93,0,0.183112569224034,0.32258064516129,0.189006297388892,"WEAK","OBSERVED","career"
"00-0032152","RIGHT",35,5.08571428571429,0.0355328107568701,0.428571428571429,0.114285714285714,0.2,0.0285714285714286,0.228571428571429,93,93,0,0.183112569224034,0.376344086021505,0.128741079262447,"WEAK","OBSERVED","career"
"00-0032187","LEFT",254,4.53543307086614,-0.0996176469929809,0.385826771653543,0.0669291338582677,0.137795275590551,0.0275590551181103,0.224409448818898,1008,1007,1,-0.120163303620147,0.252234359483615,-0.103543568641484,"STRONG","OBSERVED","career"
"00-0032187","MIDDLE",454,3.7863436123348,-0.129240500905595,0.356828193832599,0.052863436123348,0.162995594713656,0.0484581497797357,0.240088105726872,1008,1007,1,-0.120163303620147,0.450844091360477,-0.12818090589173,"STRONG","OBSERVED","career"
"00-0032187","RIGHT",299,4.01337792642141,-0.127757659872075,0.364548494983277,0.0702341137123746,0.197324414715719,0.0334448160535117,0.197324414715719,1008,1007,1,-0.120163303620147,0.296921549155909,-0.126488408130806,"STRONG","OBSERVED","career"
"00-0032200","LEFT",121,5.36363636363637,0.0168786574877154,0.43801652892562,0.0826446280991736,0.165289256198347,0.0495867768595041,0.223140495867769,263,263,0,-0.0789340990663257,0.460076045627376,-0.01488247728158,"STRONG","OBSERVED","career"
"00-0032200","MIDDLE",50,3.64,-0.274055502520181,0.34,0.04,0.22,0,0.2,263,263,0,-0.0789340990663257,0.190114068441065,-0.167625646090805,"MODERATE","OBSERVED","career"
"00-0032200","RIGHT",92,3.81521739130435,-0.0989044617874796,0.358695652173913,0.0543478260869565,0.206521739130435,0.0108695652173913,0.152173913043478,263,263,0,-0.0789340990663257,0.349809885931559,-0.0910214238712347,"MODERATE","OBSERVED","career"
"00-0032209","LEFT",130,4.13076923076923,-0.0994027323859034,0.369230769230769,0.0538461538461538,0.207692307692308,0.0153846153846154,0.161538461538462,492,492,0,-0.133318628021103,0.264227642276423,-0.110113015218072,"STRONG","OBSERVED","career"
"00-0032209","MIDDLE",216,3.78240740740741,-0.211050847448809,0.296296296296296,0.0601851851851852,0.166666666666667,0.0138888888888889,0.152777777777778,492,492,0,-0.133318628021103,0.439024390243902,-0.194152538877568,"STRONG","OBSERVED","career"
"00-0032209","RIGHT",146,4.45890410958904,-0.0485166214196734,0.417808219178082,0.0958904109589041,0.219178082191781,0.00684931506849314,0.191780821917808,492,492,0,-0.133318628021103,0.296747967479675,-0.0732162349929052,"STRONG","OBSERVED","career"
"00-0032211","LEFT",12,2.5,-0.176157054874542,0.25,0,0.166666666666667,0,0.166666666666667,40,40,0,0.251271391963382,0.3,0.180033317490395,"INSUFFICIENT","OBSERVED","career"
"00-0032211","MIDDLE",1,18,2.1342222445528,1,1,0,0,1,40,40,0,0.251271391963382,0.025,0.282139438727143,"INSUFFICIENT","OBSERVED","career"
"00-0032211","RIGHT",27,7.77777777777778,0.371500670091741,0.555555555555556,0.148148148148148,0.148148148148148,0.0370370370370371,0.37037037037037,40,40,0,0.251271391963382,0.675,0.288583926554942,"WEAK","OBSERVED","career"
"00-0032241","LEFT",577,4.71750433275563,-0.01164560094522,0.417677642980936,0.0901213171577123,0.209705372616984,0.0450606585788563,0.247833622183709,1466,1460,6,-0.0710255712987836,0.395205479452055,-0.017238690774441,"STRONG","OBSERVED","career"
"00-0032241","MIDDLE",390,3.77692307692308,-0.0692399337375133,0.4,0.0435897435897436,0.174358974358974,0.0564102564102564,0.230769230769231,1466,1460,6,-0.0710255712987836,0.267123287671233,-0.0694780187456827,"STRONG","OBSERVED","career"
"00-0032241","RIGHT",493,3.82758620689655,-0.143445033713985,0.369168356997972,0.0628803245436105,0.206896551724138,0.0385395537525355,0.202839756592292,1466,1460,6,-0.0710255712987836,0.337671232876712,-0.135587587520654,"STRONG","OBSERVED","career"
"00-0032257","LEFT",211,4.56398104265403,-0.142838509910866,0.374407582938389,0.104265402843602,0.184834123222749,0.009478672985782,0.218009478672986,534,532,2,-0.121279471245585,0.396616541353383,-0.138065291018184,"STRONG","OBSERVED","career"
"00-0032257","MIDDLE",107,3.95327102803738,-0.0842735589170356,0.401869158878505,0.0560747663551402,0.177570093457944,0.0373831775700934,0.224299065420561,534,532,2,-0.121279471245585,0.201127819548872,-0.0975690962805865,"STRONG","OBSERVED","career"
"00-0032257","RIGHT",214,4.10747663551402,-0.129500192756202,0.373831775700935,0.088785046728972,0.219626168224299,0.0233644859813084,0.224299065420561,534,532,2,-0.121279471245585,0.402255639097744,-0.127700034761177,"STRONG","OBSERVED","career"
"00-0032268","LEFT",78,7.29487179487179,0.291381263626018,0.538461538461539,0.17948717948718,0.205128205128205,0.0512820512820513,0.423076923076923,216,202,14,0.0934919089680192,0.386138613861386,0.205342413774714,"MODERATE","OBSERVED","career"
"00-0032268","MIDDLE",26,3.65384615384615,0.671510346952485,0.807692307692308,0.0384615384615385,0.115384615384615,0.0384615384615385,0.730769230769231,216,202,14,0.0934919089680192,0.128712871287129,0.268241669288904,"WEAK","OBSERVED","career"
"00-0032268","RIGHT",98,5.90816326530612,0.194515487664641,0.653061224489796,0.122448979591837,0.163265306122449,0.0714285714285715,0.418367346938776,216,202,14,0.0934919089680192,0.485148514851485,0.156152103349468,"MODERATE","OBSERVED","career"
"00-0032371","LEFT",88,3.54545454545455,-0.0716428108589753,0.340909090909091,0.0681818181818182,0.159090909090909,0.0568181818181818,0.181818181818182,234,234,0,-0.0683682036915578,0.376068376068376,-0.070315267412725,"MODERATE","OBSERVED","career"
"00-0032371","MIDDLE",61,3.95081967213115,-0.0715681452286949,0.377049180327869,0.0819672131147541,0.229508196721311,0.0163934426229508,0.163934426229508,234,234,0,-0.0683682036915578,0.260683760683761,-0.0699813973590401,"MODERATE","OBSERVED","career"
"00-0032371","RIGHT",85,4.15294117647059,-0.0626815935209914,0.364705882352941,0.0470588235294118,0.152941176470588,0.0352941176470588,0.152941176470588,234,234,0,-0.0683682036915578,0.363247863247863,-0.0650346735915706,"MODERATE","OBSERVED","career"
"00-0032385","LEFT",16,8.5625,0.467152387498572,0.625,0.25,0.125,0,0.3125,36,36,0,0.284413180172528,0.444444444444444,0.322884592241169,"WEAK","OBSERVED","career"
"00-0032385","MIDDLE",0,,,,,,,,36,36,0,0.284413180172528,0,0.284413180172528,"INSUFFICIENT","OBSERVED","career"
"00-0032385","RIGHT",20,6.85,0.138221814311692,0.6,0.35,0.3,0.05,0.45,36,36,0,0.284413180172528,0.555555555555556,0.247865338707319,"WEAK","OBSERVED","career"
"00-0032393","LEFT",24,2.70833333333333,-0.392913865633697,0.291666666666667,0.0416666666666667,0.291666666666667,0,0.0833333333333333,76,75,1,-0.277301964413804,0.32,-0.310333936190916,"WEAK","OBSERVED","career"
"00-0032393","MIDDLE",26,2.38461538461538,-0.645135070812942,0.269230769230769,0,0.269230769230769,0,0.0769230769230769,76,75,1,-0.277301964413804,0.346666666666667,-0.38850732216238,"WEAK","OBSERVED","career"
"00-0032393","RIGHT",25,6.24,0.243019812835846,0.4,0.04,0.16,0.08,0.16,76,75,1,-0.277301964413804,0.333333333333333,-0.124266147575671,"WEAK","OBSERVED","career"
"00-0032411","LEFT",44,4.40909090909091,0.0844873658461084,0.454545454545454,0.136363636363636,0.227272727272727,0.0454545454545455,0.272727272727273,148,148,0,0.054797236591574,0.297297297297297,0.0673584451223385,"MODERATE","OBSERVED","career"
"00-0032411","MIDDLE",18,4.66666666666667,0.127584667035236,0.444444444444444,0,0.0555555555555556,0.0555555555555555,0.333333333333333,148,148,0,0.054797236591574,0.121621621621622,0.0715943359247266,"WEAK","OBSERVED","career"
"00-0032411","RIGHT",86,5.08139534883721,0.0243723594382552,0.406976744186046,0.13953488372093,0.162790697674419,0.0116279069767442,0.36046511627907,148,148,0,0.054797236591574,0.581081081081081,0.036875733610852,"MODERATE","OBSERVED","career"
"00-0032417","LEFT",66,3.72727272727273,-0.0896740458344786,0.318181818181818,0.0454545454545455,0.136363636363636,0,0.166666666666667,165,165,0,-0.138787197276498,0.4,-0.113061260806869,"MODERATE","OBSERVED","career"
"00-0032417","MIDDLE",44,3.97727272727273,-0.0834813990143382,0.363636363636364,0.0681818181818182,0.159090909090909,0,0.181818181818182,165,165,0,-0.138787197276498,0.266666666666667,-0.115388590319431,"MODERATE","OBSERVED","career"
"00-0032417","RIGHT",55,2.8,-0.24196761761665,0.254545454545455,0.0181818181818182,0.218181818181818,0,0.2,165,165,0,-0.138787197276498,0.333333333333333,-0.188134354830484,"MODERATE","OBSERVED","career"
"00-0032426","LEFT",170,4.17058823529412,-0.110715334459126,0.411764705882353,0.1,0.264705882352941,0.0352941176470588,0.235294117647059,483,483,0,-0.0727072033986079,0.351966873706004,-0.100800169834643,"STRONG","OBSERVED","career"
"00-0032426","MIDDLE",101,3.99009900990099,-0.0931179764441971,0.405940594059406,0.0594059405940594,0.118811881188119,0.0495049504950495,0.207920792079208,483,483,0,-0.0727072033986079,0.209109730848861,-0.085511477172549,"STRONG","OBSERVED","career"
"00-0032426","RIGHT",212,4.17452830188679,-0.0325049847293031,0.429245283018868,0.080188679245283,0.231132075471698,0.0330188679245283,0.25,483,483,0,-0.0727072033986079,0.438923395445135,-0.0413731212004733,"STRONG","OBSERVED","career"
"00-0032436","LEFT",19,4.47368421052632,-0.205067976482065,0.421052631578947,0.0526315789473684,0.210526315789474,0.0526315789473684,0.105263157894737,43,43,0,-0.167251216186763,0.441860465116279,-0.176346386384367,"WEAK","OBSERVED","career"
"00-0032436","MIDDLE",7,2.42857142857143,-0.151621939830615,0.714285714285714,0,0.142857142857143,0.285714285714286,0.714285714285714,43,43,0,-0.167251216186763,0.162790697674419,-0.165618306716717,"INSUFFICIENT","OBSERVED","career"
"00-0032436","RIGHT",17,4.52941176470588,-0.131421009650427,0.470588235294118,0,0.235294117647059,0,0.294117647058823,43,43,0,-0.167251216186763,0.395348837209302,-0.159340651107312,"WEAK","OBSERVED","career"
"00-0032450","LEFT",70,4.64285714285714,-0.130722892255289,0.314285714285714,0.1,0.171428571428571,0,0.157142857142857,168,168,0,-0.234803466867953,0.416666666666667,-0.178760080538057,"MODERATE","OBSERVED","career"
"00-0032450","MIDDLE",29,2.48275862068966,-0.330609104786433,0.206896551724138,0,0.206896551724138,0.0344827586206897,0.103448275862069,168,168,0,-0.234803466867953,0.172619047619048,-0.266021034279592,"WEAK","OBSERVED","career"
"00-0032450","RIGHT",69,2.82608695652174,-0.300126317929554,0.246376811594203,0.0434782608695652,0.289855072463768,0,0.130434782608696,168,168,0,-0.234803466867953,0.410714285714286,-0.269743596505553,"MODERATE","OBSERVED","career"
"00-0032464","LEFT",8,4.125,0.0248116700749961,0.625,0.125,0.375,0,0.375,25,25,0,0.135502756240312,0.32,0.122480275514981,"INSUFFICIENT","OBSERVED","career"
"00-0032464","MIDDLE",1,3,-0.667053035926074,0,0,0,0,0,25,25,0,0.135502756240312,0.04,0.122346103909716,"INSUFFICIENT","OBSERVED","career"
"00-0032464","RIGHT",16,7.0625,0.241008036333369,0.6875,0.1875,0.1875,0,0.4375,25,25,0,0.135502756240312,0.64,0.15771439415464,"WEAK","OBSERVED","career"
"00-0032602","LEFT",99,4.18181818181818,-0.113575330172546,0.353535353535354,0.0808080808080808,0.191919191919192,0.0101010101010101,0.232323232323232,244,243,1,-0.0596341808513148,0.407407407407407,-0.0932201794852887,"MODERATE","OBSERVED","career"
"00-0032602","MIDDLE",57,4.87719298245614,0.107953845917476,0.473684210526316,0.087719298245614,0.087719298245614,0.0175438596491228,0.350877192982456,244,243,1,-0.0596341808513148,0.234567901234568,0.0220112680873269,"MODERATE","OBSERVED","career"
"00-0032602","RIGHT",87,4.39080459770115,-0.0978523179072981,0.367816091954023,0.0344827586206897,0.149425287356322,0.0229885057471265,0.195402298850575,244,243,1,-0.0596341808513148,0.358024691358025,-0.082253078292611,"MODERATE","OBSERVED","career"
"00-0032741","LEFT",248,3.56854838709677,-0.132699584818646,0.362903225806452,0.0645161290322581,0.209677419354839,0.0362903225806452,0.193548387096774,702,700,2,-0.141296237172946,0.354285714285714,-0.134374257355198,"STRONG","OBSERVED","career"
"00-0032741","MIDDLE",242,3.02066115702479,-0.253571812340544,0.285123966942149,0.0413223140495868,0.223140495867769,0.0289256198347107,0.161157024793388,702,700,2,-0.141296237172946,0.345714285714286,-0.231265406678107,"STRONG","OBSERVED","career"
"00-0032741","RIGHT",210,4.0047619047619,-0.0239146803522479,0.395238095238095,0.0619047619047619,0.176190476190476,0.0238095238095238,0.252380952380952,702,700,2,-0.141296237172946,0.3,-0.0499994707568474,"STRONG","OBSERVED","career"
"00-0032764","LEFT",1069,5.23479887745557,0.05855934476928,0.434985968194574,0.112254443405051,0.164639850327409,0.0449017773620206,0.25912067352666,2665,2658,7,0.0174736222565259,0.402182091798345,0.0563758697021718,"STRONG","OBSERVED","career"
"00-0032764","MIDDLE",638,4.18495297805643,-0.0148201013946145,0.405956112852665,0.061128526645768,0.170846394984326,0.0564263322884012,0.227272727272727,2665,2658,7,0.0174736222565259,0.240030097817908,-0.0120441366108488,"STRONG","OBSERVED","career"
"00-0032764","RIGHT",951,4.99579390115668,0.00338445248397277,0.413249211356467,0.0883280757097792,0.158780231335436,0.0399579390115667,0.246056782334385,2665,2658,7,0.0174736222565259,0.357787810383747,0.00422060499272963,"STRONG","OBSERVED","career"
"00-0032780","LEFT",487,4.55441478439425,-0.0188083883450993,0.414784394250513,0.0985626283367557,0.186858316221766,0.0328542094455852,0.248459958932238,1019,1018,1,-0.0484919929928464,0.478388998035363,-0.02206435960445,"STRONG","OBSERVED","career"
"00-0032780","MIDDLE",187,4.03208556149733,-0.067086051610111,0.411764705882353,0.0748663101604278,0.160427807486631,0.0588235294117647,0.229946524064171,1019,1018,1,-0.0484919929928464,0.183693516699411,-0.0625692762374961,"STRONG","OBSERVED","career"
"00-0032780","RIGHT",344,4.04360465116279,-0.0783635833162849,0.366279069767442,0.063953488372093,0.209302325581395,0.0290697674418604,0.244186046511628,1019,1018,1,-0.0484919929928464,0.337917485265226,-0.0739272085157743,"STRONG","OBSERVED","career"
"00-0032782","LEFT",99,3.74747474747475,-0.0790214507443314,0.383838383838384,0.0606060606060606,0.191919191919192,0,0.242424242424242,239,237,2,-0.0865690631498331,0.417721518987342,-0.081869606369049,"MODERATE","OBSERVED","career"
"00-0032782","MIDDLE",69,4.14492753623188,-0.0448184874105427,0.391304347826087,0.101449275362319,0.144927536231884,0.0579710144927536,0.260869565217391,239,237,2,-0.0865690631498331,0.291139240506329,-0.064237359847422,"MODERATE","OBSERVED","career"
"00-0032782","RIGHT",69,4.40579710144928,-0.0740918996079491,0.391304347826087,0.0579710144927536,0.159420289855072,0.0144927536231884,0.217391304347826,239,237,2,-0.0865690631498331,0.291139240506329,-0.0798952314878951,"MODERATE","OBSERVED","career"
"00-0032813","LEFT",22,2.95454545454545,-0.24008585588308,0.318181818181818,0,0.181818181818182,0,0.181818181818182,84,83,1,-0.0334054055099605,0.265060240963855,-0.0888562580490902,"WEAK","OBSERVED","career"
"00-0032813","MIDDLE",34,3.58823529411765,0.103959479553232,0.470588235294118,0.0294117647058824,0.0294117647058824,0.088235294117647,0.352941176470588,84,83,1,-0.0334054055099605,0.409638554216867,0.016279765683109,"WEAK","OBSERVED","career"
"00-0032813","RIGHT",27,4.25925925925926,-0.0782143532673621,0.407407407407407,0.037037037037037,0.0740740740740741,0,0.296296296296296,84,83,1,-0.0334054055099605,0.325301204819277,-0.0473116306760506,"WEAK","OBSERVED","career"
"00-0032897","LEFT",1,2,0.259544847562211,1,0,0,0,1,29,29,0,0.291968133302034,0.0344827586206897,0.291436604027611,"INSUFFICIENT","OBSERVED","career"
"00-0032897","MIDDLE",25,2.4,0.258344747280337,0.68,0.04,0.2,0.08,0.64,29,29,0,0.291968133302034,0.862068965517241,0.282078902119182,"WEAK","OBSERVED","career"
"00-0032897","RIGHT",3,3,0.582970778729456,1,0,0,0,1,29,29,0,0.291968133302034,0.103448275862069,0.305825402131912,"INSUFFICIENT","OBSERVED","career"
"00-0032902","LEFT",10,2.8,-0.258036904432811,0.4,0,0.2,0,0.2,60,60,0,-0.194250706512442,0.166666666666667,-0.203363020501066,"INSUFFICIENT","OBSERVED","career"
