"gsis_id","bucket","plays","completion_pct","epa_per_play","success_rate","air_yards","yac","explosive_rate","sack_rate","scramble_rate","turnover_rate","td_rate","time_to_throw","n_opp","deep_share","intermediate_share","short_share","behind_los_share","middle_share","coverage_rate_mz","evidence_class","availability","source","family","window"
"00-0023459","ZONE",2394,0.690058479532164,0.200295841132329,0.495822890559733,7.09183673469387,6.08353510895884,0.129908103592314,0.0175438596491225,0,0.0104427736006684,0.037593984962406,2.75615093537415,32,0.118197278911565,0.16156462585034,0.494047619047619,0.226190476190476,0.222789115646259,0.957749938590027,"STRONG","PRIOR_ONLY","participation","qb_coverage","career"
"00-0023645","MAN",32,0.5,-0.467959996572712,0.34375,9.59375,4.625,0.125,0,0,0,0,2.61803125,2,0.21875,0.21875,0.46875,0.09375,0.15625,0.933333333333333,"WEAK","PRIOR_ONLY","participation","qb_coverage","career"
"00-0023645","ZONE",38,0.68421052631579,-0.324668176481378,0.447368421052632,8.18421052631579,3.84615384615385,0.157894736842105,0,0,0.105263157894737,0,2.63992105263158,2,0.157894736842105,0.210526315789474,0.526315789473684,0.105263157894737,0.236842105263158,0.933333333333333,"WEAK","PRIOR_ONLY","participation","qb_coverage","career"
"00-0023662","MAN",4,0,-2.64913893432822,0,6.25,,0,0,0,0.25,0,2.5395,2,0,0.5,0.25,0.25,0,0.944444444444444,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage","career"
"00-0023662","ZONE",13,0.538461538461538,-0.196870756810173,0.461538461538462,7.61538461538462,4.14285714285714,0,0,0,0,0,2.58723076923077,2,0.0769230769230769,0.0769230769230769,0.846153846153846,0,0.384615384615385,0.944444444444444,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage","career"
"00-0023682","MAN",403,0.60545905707196,0.158067838548649,0.50620347394541,8.93548387096774,4.25819672131147,0.156327543424318,0,0,0.0297766749379653,0.0694789081885855,2.4014540942928,20,0.109181141439206,0.290322580645161,0.518610421836228,0.0818858560794045,0.248138957816377,0.935543278084715,"STRONG","PRIOR_ONLY","participation","qb_coverage","career"
"00-0023682","ZONE",613,0.67862969004894,0.21607363870014,0.523654159869494,9.04893964110929,4.63221153846154,0.171288743882545,0,0,0.034257748776509,0.0358890701468189,2.66161827079935,21,0.115823817292007,0.277324632952692,0.499184339314845,0.107667210440457,0.300163132137031,0.935543278084715,"STRONG","PRIOR_ONLY","participation","qb_coverage","career"
"00-0025708","MAN",31,0.67741935483871,0.377687091557419,0.580645161290323,6.06451612903226,6.38095238095238,0.258064516129032,0,0,0,0.0967741935483871,2.42148387096774,3,0.0645161290322581,0.161290322580645,0.645161290322581,0.129032258064516,0.161290322580645,0.918367346938776,"WEAK","PRIOR_ONLY","participation","qb_coverage","career"
"00-0025708","ZONE",59,0.64406779661017,0.102901712347427,0.457627118644068,7.49152542372881,4.02631578947368,0.11864406779661,0,0,0,0.0169491525423729,2.58810169491525,4,0.11864406779661,0.203389830508475,0.457627118644068,0.220338983050847,0.169491525423729,0.918367346938776,"WEAK","PRIOR_ONLY","participation","qb_coverage","career"
"00-0026143","MAN",859,0.573923166472643,0.179480523047212,0.469150174621653,8.23776223776224,4.83975659229209,0.153667054714785,0,0,0.0232828870779976,0.0733410942956926,2.71329336437718,31,0.115384615384615,0.22960372960373,0.55011655011655,0.104895104895105,0.250582750582751,0.931382113821138,"STRONG","PRIOR_ONLY","participation","qb_coverage","career"
"00-0026143","ZONE",2005,0.711720698254364,0.18487441056973,0.514713216957606,7.63092269326683,4.29502452697967,0.138653366583541,0,0,0.0184538653366583,0.0289276807980054,2.78050673316708,31,0.0907730673316708,0.222942643391521,0.548628428927681,0.137655860349127,0.249376558603491,0.931382113821138,"STRONG","PRIOR_ONLY","participation","qb_coverage","career"
"00-0026158","MAN",726,0.516528925619835,0.00449112026851427,0.409090909090909,9.73968705547652,4.696,0.139118457300275,0.0316804407713499,0,0.0192837465564738,0.0537190082644628,2.58520910384068,25,0.153627311522048,0.268847795163585,0.485064011379801,0.0924608819345661,0.209103840682788,0.965534718702484,"STRONG","PRIOR_ONLY","participation","qb_coverage","career"
"00-0026158","ZONE",1179,0.652247667514843,0.00892293215253981,0.457167090754877,7.41018998272884,4.66579973992198,0.129770992366412,0.0178117048346057,0,0.0237489397794741,0.0279898218829516,2.71927115716753,25,0.104490500863558,0.197754749568221,0.542314335060449,0.155440414507772,0.272020725388601,0.965534718702484,"STRONG","PRIOR_ONLY","participation","qb_coverage","career"
"00-0026197","MAN",19,0.631578947368421,0.45729314653497,0.578947368421053,7.10526315789474,7.5,0.157894736842105,0,0,0,0,2.25094736842105,5,0.105263157894737,0.210526315789474,0.578947368421053,0.105263157894737,0.263157894736842,0.967213114754098,"INSUFFICIENT","PRIOR_ONLY","participation","qb_coverage","career"
"00-0026197","ZONE",40,0.725,0.164945068812085,0.55,4.05,5.13793103448276,0.05,0,0,0,0.05,2.307025,5,0.025,0.175,0.5,0.3,0.225,0.967213114754098,"WEAK","PRIOR_ONLY","participation","qb_coverage","career"
"00-0026300","MAN",75,0.533333333333333,0.105072111457521,0.426666666666667,8.01369863013699,6.675,0.146666666666667,0.0266666666666667,0,0.0266666666666667,0.0666666666666667,2.66586301369863,10,0.0958904109589041,0.26027397260274,0.547945205479452,0.0958904109589041,0.219178082191781,0.951612903225806,"WEAK","PRIOR_ONLY","participation","qb_coverage","career"
"00-0026300","ZONE",161,0.658385093167702,0.189498109322168,0.521739130434783,7.81132075471699,4.89622641509434,0.136645962732919,0.00621118012422359,0,0.0372670807453416,0.0248447204968944,2.96555900621118,7,0.0880503144654088,0.207547169811321,0.572327044025157,0.132075471698113,0.232704402515723,0.951612903225806,"MODERATE","PRIOR_ONLY","participation","qb_coverage","career"
